,date,province,avg_temp
25307,2020-04-30,Jeollanam-do,16.6
25308,2020-04-30,Gyeongsangbuk-do,20.9
25309,2020-04-30,Gyeongsangnam-do,16.7
25310,2020-04-30,Jeju-do,19.0
25311,2020-05-01,Seoul,20.2
25312,2020-05-01,Busan,19.5
25313,2020-05-01,Daegu,22.7
25314,2020-05-01,Gwangju,21.6
25315,2020-05-01,Incheon,17.7
25316,2020-05-01,Daejeon,22.4
25317,2020-05-01,Ulsan,21.9
25318,2020-05-01,Gyeonggi-do,20.4
25319,2020-05-01,Gangwon-do,26.3
25320,2020-05-01,Chungcheongbuk-do,21.5
25321,2020-05-01,Chungcheongnam-do,18.1
25322,2020-05-01,Jeollabuk-do,23.0
25323,2020-05-01,Jeollanam-do,18.4
25324,2020-05-01,Gyeongsangbuk-do,24.5
25325,2020-05-01,Gyeongsangnam-do,19.2
25326,2020-05-01,Jeju-do,20.5
25327,2020-05-02,Seoul,20.3
25328,2020-05-02,Busan,18.7
25329,2020-05-02,Daegu,22.7
25330,2020-05-02,Gwangju,20.6
25331,2020-05-02,Incheon,18.6
25332,2020-05-02,Daejeon,22.5
25333,2020-05-02,Ulsan,21.6
25334,2020-05-02,Gyeonggi-do,20.8
25335,2020-05-02,Gangwon-do,24.9
25336,2020-05-02,Chungcheongbuk-do,21.0
25337,2020-05-02,Chungcheongnam-do,19.5
25338,2020-05-02,Jeollabuk-do,21.5
25339,2020-05-02,Jeollanam-do,18.0
25340,2020-05-02,Gyeongsangbuk-do,23.9
25341,2020-05-02,Gyeongsangnam-do,18.8
25342,2020-05-02,Jeju-do,19.2
25343,2020-05-03,Seoul,21.8
25344,2020-05-03,Busan,16.8
25345,2020-05-03,Daegu,17.9
25346,2020-05-03,Gwangju,19.1
25347,2020-05-03,Incheon,20.1
25348,2020-05-03,Daejeon,19.2
25349,2020-05-03,Ulsan,16.8
25350,2020-05-03,Gyeonggi-do,21.1
25351,2020-05-03,Gangwon-do,23.1
25352,2020-05-03,Chungcheongbuk-do,17.9
25353,2020-05-03,Chungcheongnam-do,20.1
25354,2020-05-03,Jeollabuk-do,19.6
25355,2020-05-03,Jeollanam-do,16.4
25356,2020-05-03,Gyeongsangbuk-do,18.2
25357,2020-05-03,Gyeongsangnam-do,16.2
25358,2020-05-03,Jeju-do,19.2
25359,2020-05-04,Seoul,20.2
25360,2020-05-04,Busan,19.0
25361,2020-05-04,Daegu,21.5
25362,2020-05-04,Gwangju,19.5
25363,2020-05-04,Incheon,15.9
25364,2020-05-04,Daejeon,20.6
25365,2020-05-04,Ulsan,19.5
25366,2020-05-04,Gyeonggi-do,18.3
25367,2020-05-04,Gangwon-do,17.2
25368,2020-05-04,Chungcheongbuk-do,19.6
25369,2020-05-04,Chungcheongnam-do,17.1
25370,2020-05-04,Jeollabuk-do,17.9
25371,2020-05-04,Jeollanam-do,20.1
25372,2020-05-04,Gyeongsangbuk-do,19.0
25373,2020-05-04,Gyeongsangnam-do,21.0
25374,2020-05-04,Jeju-do,18.5
25375,2020-05-05,Seoul,16.0
25376,2020-05-05,Busan,15.9
25377,2020-05-05,Daegu,16.8
25378,2020-05-05,Gwangju,17.9
25379,2020-05-05,Incheon,13.5
25380,2020-05-05,Daejeon,15.6
25381,2020-05-05,Ulsan,15.4
25382,2020-05-05,Gyeonggi-do,14.2
25383,2020-05-05,Gangwon-do,15.2
25384,2020-05-05,Chungcheongbuk-do,15.5
25385,2020-05-05,Chungcheongnam-do,11.7
25386,2020-05-05,Jeollabuk-do,14.7
25387,2020-05-05,Jeollanam-do,16.0
25388,2020-05-05,Gyeongsangbuk-do,14.2
25389,2020-05-05,Gyeongsangnam-do,16.1
25390,2020-05-05,Jeju-do,17.6
25391,2020-05-06,Seoul,19.4
25392,2020-05-06,Busan,17.9
25393,2020-05-06,Daegu,17.5
25394,2020-05-06,Gwangju,21.6
25395,2020-05-06,Incheon,18.1
25396,2020-05-06,Daejeon,19.7
25397,2020-05-06,Ulsan,16.7
25398,2020-05-06,Gyeonggi-do,17.8
25399,2020-05-06,Gangwon-do,15.8
25400,2020-05-06,Chungcheongbuk-do,18.4
25401,2020-05-06,Chungcheongnam-do,17.5
25402,2020-05-06,Jeollabuk-do,20.5
25403,2020-05-06,Jeollanam-do,18.0
25404,2020-05-06,Gyeongsangbuk-do,14.5
25405,2020-05-06,Gyeongsangnam-do,17.9
25406,2020-05-06,Jeju-do,19.5
25407,2020-05-07,Seoul,20.7
25408,2020-05-07,Busan,16.5
25409,2020-05-07,Daegu,15.8
25410,2020-05-07,Gwangju,19.9
25411,2020-05-07,Incheon,19.7
25412,2020-05-07,Daejeon,19.6
25413,2020-05-07,Ulsan,14.5
25414,2020-05-07,Gyeonggi-do,20.6
25415,2020-05-07,Gangwon-do,15.3
25416,2020-05-07,Chungcheongbuk-do,18.3
25417,2020-05-07,Chungcheongnam-do,18.9
25418,2020-05-07,Jeollabuk-do,20.7
25419,2020-05-07,Jeollanam-do,17.0
25420,2020-05-07,Gyeongsangbuk-do,12.9
25421,2020-05-07,Gyeongsangnam-do,17.1
25422,2020-05-07,Jeju-do,17.8
25423,2020-05-08,Seoul,19.9
25424,2020-05-08,Busan,17.4
25425,2020-05-08,Daegu,17.6
25426,2020-05-08,Gwangju,18.1
25427,2020-05-08,Incheon,18.4
25428,2020-05-08,Daejeon,19.4
25429,2020-05-08,Ulsan,16.7
25430,2020-05-08,Gyeonggi-do,18.9
25431,2020-05-08,Gangwon-do,16.3
25432,2020-05-08,Chungcheongbuk-do,18.2
25433,2020-05-08,Chungcheongnam-do,17.6
25434,2020-05-08,Jeollabuk-do,18.6
25435,2020-05-08,Jeollanam-do,16.9
25436,2020-05-08,Gyeongsangbuk-do,15.0
25437,2020-05-08,Gyeongsangnam-do,17.2
25438,2020-05-08,Jeju-do,20.9
25439,2020-05-09,Seoul,14.2
25440,2020-05-09,Busan,16.4
25441,2020-05-09,Daegu,17.0
25442,2020-05-09,Gwangju,17.0
25443,2020-05-09,Incheon,14.1
25444,2020-05-09,Daejeon,15.9
25445,2020-05-09,Ulsan,16.8
25446,2020-05-09,Gyeonggi-do,14.7
25447,2020-05-09,Gangwon-do,15.2
25448,2020-05-09,Chungcheongbuk-do,16.1
25449,2020-05-09,Chungcheongnam-do,14.9
25450,2020-05-09,Jeollabuk-do,17.4
25451,2020-05-09,Jeollanam-do,16.2
25452,2020-05-09,Gyeongsangbuk-do,15.2
25453,2020-05-09,Gyeongsangnam-do,15.9
25454,2020-05-09,Jeju-do,21.3
25455,2020-05-10,Seoul,14.4
25456,2020-05-10,Busan,17.6
25457,2020-05-10,Daegu,18.9
25458,2020-05-10,Gwangju,15.0
25459,2020-05-10,Incheon,13.3
25460,2020-05-10,Daejeon,14.7
25461,2020-05-10,Ulsan,19.4
25462,2020-05-10,Gyeonggi-do,14.2
25463,2020-05-10,Gangwon-do,19.2
25464,2020-05-10,Chungcheongbuk-do,14.5
25465,2020-05-10,Chungcheongnam-do,13.9
25466,2020-05-10,Jeollabuk-do,14.3
25467,2020-05-10,Jeollanam-do,17.2
25468,2020-05-10,Gyeongsangbuk-do,18.4
25469,2020-05-10,Gyeongsangnam-do,17.8
25470,2020-05-10,Jeju-do,16.0
25471,2020-05-11,Seoul,16.5
25472,2020-05-11,Busan,18.8
25473,2020-05-11,Daegu,21.1
25474,2020-05-11,Gwangju,18.8
25475,2020-05-11,Incheon,14.4
25476,2020-05-11,Daejeon,18.5
25477,2020-05-11,Ulsan,21.6
25478,2020-05-11,Gyeonggi-do,16.4
25479,2020-05-11,Gangwon-do,20.9
25480,2020-05-11,Chungcheongbuk-do,17.7
25481,2020-05-11,Chungcheongnam-do,15.4
25482,2020-05-11,Jeollabuk-do,17.8
25483,2020-05-11,Jeollanam-do,19.5
25484,2020-05-11,Gyeongsangbuk-do,20.9
25485,2020-05-11,Gyeongsangnam-do,20.7
25486,2020-05-11,Jeju-do,17.3
25487,2020-05-12,Seoul,14.3
25488,2020-05-12,Busan,18.2
25489,2020-05-12,Daegu,20.2
25490,2020-05-12,Gwangju,16.7
25491,2020-05-12,Incheon,14.1
25492,2020-05-12,Daejeon,16.5
25493,2020-05-12,Ulsan,19.9
25494,2020-05-12,Gyeonggi-do,14.1
25495,2020-05-12,Gangwon-do,18.4
25496,2020-05-12,Chungcheongbuk-do,15.6
25497,2020-05-12,Chungcheongnam-do,14.1
25498,2020-05-12,Jeollabuk-do,16.0
25499,2020-05-12,Jeollanam-do,17.7
25500,2020-05-12,Gyeongsangbuk-do,19.2
25501,2020-05-12,Gyeongsangnam-do,18.7
25502,2020-05-12,Jeju-do,18.5
25503,2020-05-13,Seoul,16.1
25504,2020-05-13,Busan,17.9
25505,2020-05-13,Daegu,18.6
25506,2020-05-13,Gwangju,16.9
25507,2020-05-13,Incheon,15.1
25508,2020-05-13,Daejeon,16.3
25509,2020-05-13,Ulsan,18.6
25510,2020-05-13,Gyeonggi-do,15.8
25511,2020-05-13,Gangwon-do,20.0
25512,2020-05-13,Chungcheongbuk-do,15.0
25513,2020-05-13,Chungcheongnam-do,14.8
25514,2020-05-13,Jeollabuk-do,16.1
25515,2020-05-13,Jeollanam-do,18.0
25516,2020-05-13,Gyeongsangbuk-do,18.8
25517,2020-05-13,Gyeongsangnam-do,17.4
25518,2020-05-13,Jeju-do,17.0
25519,2020-05-14,Seoul,19.3
25520,2020-05-14,Busan,20.1
25521,2020-05-14,Daegu,19.9
25522,2020-05-14,Gwangju,19.8
25523,2020-05-14,Incheon,19.1
25524,2020-05-14,Daejeon,19.9
25525,2020-05-14,Ulsan,20.5
25526,2020-05-14,Gyeonggi-do,20.0
25527,2020-05-14,Gangwon-do,24.3
25528,2020-05-14,Chungcheongbuk-do,18.5
25529,2020-05-14,Chungcheongnam-do,18.8
25530,2020-05-14,Jeollabuk-do,21.5
25531,2020-05-14,Jeollanam-do,18.5
25532,2020-05-14,Gyeongsangbuk-do,21.0
25533,2020-05-14,Gyeongsangnam-do,18.9
25534,2020-05-14,Jeju-do,20.2
25535,2020-05-15,Seoul,16.1
25536,2020-05-15,Busan,16.3
25537,2020-05-15,Daegu,16.5
25538,2020-05-15,Gwangju,18.2
25539,2020-05-15,Incheon,16.4
25540,2020-05-15,Daejeon,16.7
25541,2020-05-15,Ulsan,16.2
25542,2020-05-15,Gyeonggi-do,16.2
25543,2020-05-15,Gangwon-do,17.3
25544,2020-05-15,Chungcheongbuk-do,16.1
25545,2020-05-15,Chungcheongnam-do,16.2
25546,2020-05-15,Jeollabuk-do,18.1
25547,2020-05-15,Jeollanam-do,16.7
25548,2020-05-15,Gyeongsangbuk-do,15.1
25549,2020-05-15,Gyeongsangnam-do,15.7
25550,2020-05-15,Jeju-do,22.1
25551,2020-05-16,Seoul,16.7
25552,2020-05-16,Busan,18.2
25553,2020-05-16,Daegu,19.3
25554,2020-05-16,Gwangju,19.1
25555,2020-05-16,Incheon,15.3
25556,2020-05-16,Daejeon,17.9
25557,2020-05-16,Ulsan,17.9
25558,2020-05-16,Gyeonggi-do,16.5
25559,2020-05-16,Gangwon-do,15.9
25560,2020-05-16,Chungcheongbuk-do,18.3
25561,2020-05-16,Chungcheongnam-do,14.8
25562,2020-05-16,Jeollabuk-do,17.0
25563,2020-05-16,Jeollanam-do,18.8
25564,2020-05-16,Gyeongsangbuk-do,16.0
25565,2020-05-16,Gyeongsangnam-do,18.3
25566,2020-05-16,Jeju-do,16.6
25567,2020-05-17,Seoul,19.1
25568,2020-05-17,Busan,18.2
25569,2020-05-17,Daegu,22.0
25570,2020-05-17,Gwangju,20.6
25571,2020-05-17,Incheon,17.1
25572,2020-05-17,Daejeon,21.2
25573,2020-05-17,Ulsan,18.1
25574,2020-05-17,Gyeonggi-do,19.1
25575,2020-05-17,Gangwon-do,18.5
25576,2020-05-17,Chungcheongbuk-do,21.3
25577,2020-05-17,Chungcheongnam-do,17.8
25578,2020-05-17,Jeollabuk-do,20.1
25579,2020-05-17,Jeollanam-do,17.3
25580,2020-05-17,Gyeongsangbuk-do,17.1
25581,2020-05-17,Gyeongsangnam-do,18.1
25582,2020-05-17,Jeju-do,17.0
25583,2020-05-18,Seoul,19.1
25584,2020-05-18,Busan,17.3
25585,2020-05-18,Daegu,19.8
25586,2020-05-18,Gwangju,18.8
25587,2020-05-18,Incheon,18.1
25588,2020-05-18,Daejeon,20.2
25589,2020-05-18,Ulsan,17.1
25590,2020-05-18,Gyeonggi-do,19.2
25591,2020-05-18,Gangwon-do,15.7
25592,2020-05-18,Chungcheongbuk-do,20.3
25593,2020-05-18,Chungcheongnam-do,17.7
25594,2020-05-18,Jeollabuk-do,19.4
25595,2020-05-18,Jeollanam-do,17.3
25596,2020-05-18,Gyeongsangbuk-do,15.7
25597,2020-05-18,Gyeongsangnam-do,17.7
25598,2020-05-18,Jeju-do,19.2
25599,2020-05-19,Seoul,13.0
25600,2020-05-19,Busan,15.6
25601,2020-05-19,Daegu,15.5
25602,2020-05-19,Gwangju,13.5
25603,2020-05-19,Incheon,13.3
25604,2020-05-19,Daejeon,13.5
25605,2020-05-19,Ulsan,16.3
25606,2020-05-19,Gyeonggi-do,13.5
25607,2020-05-19,Gangwon-do,12.2
25608,2020-05-19,Chungcheongbuk-do,12.3
25609,2020-05-19,Chungcheongnam-do,14.2
25610,2020-05-19,Jeollabuk-do,13.9
25611,2020-05-19,Jeollanam-do,15.1
25612,2020-05-19,Gyeongsangbuk-do,14.7
25613,2020-05-19,Gyeongsangnam-do,14.9
25614,2020-05-19,Jeju-do,17.2
25615,2020-05-20,Seoul,14.4
25616,2020-05-20,Busan,15.2
25617,2020-05-20,Daegu,15.6
25618,2020-05-20,Gwangju,15.7
25619,2020-05-20,Incheon,14.2
25620,2020-05-20,Daejeon,14.5
25621,2020-05-20,Ulsan,13.8
25622,2020-05-20,Gyeonggi-do,14.1
25623,2020-05-20,Gangwon-do,10.8
25624,2020-05-20,Chungcheongbuk-do,11.8
25625,2020-05-20,Chungcheongnam-do,14.4
25626,2020-05-20,Jeollabuk-do,15.4
25627,2020-05-20,Jeollanam-do,16.2
25628,2020-05-20,Gyeongsangbuk-do,11.2
25629,2020-05-20,Gyeongsangnam-do,15.2
25630,2020-05-20,Jeju-do,16.6
25631,2020-05-21,Seoul,17.4
25632,2020-05-21,Busan,14.9
25633,2020-05-21,Daegu,16.2
25634,2020-05-21,Gwangju,18.1
25635,2020-05-21,Incheon,16.1
25636,2020-05-21,Daejeon,17.5
25637,2020-05-21,Ulsan,14.0
25638,2020-05-21,Gyeonggi-do,17.1
25639,2020-05-21,Gangwon-do,13.0
25640,2020-05-21,Chungcheongbuk-do,15.9
25641,2020-05-21,Chungcheongnam-do,16.3
25642,2020-05-21,Jeollabuk-do,17.8
25643,2020-05-21,Jeollanam-do,15.4
25644,2020-05-21,Gyeongsangbuk-do,12.1
25645,2020-05-21,Gyeongsangnam-do,14.4
25646,2020-05-21,Jeju-do,18.8
25647,2020-05-22,Seoul,18.5
25648,2020-05-22,Busan,15.4
25649,2020-05-22,Daegu,17.1
25650,2020-05-22,Gwangju,19.6
25651,2020-05-22,Incheon,17.8
25652,2020-05-22,Daejeon,19.1
25653,2020-05-22,Ulsan,14.1
25654,2020-05-22,Gyeonggi-do,18.2
25655,2020-05-22,Gangwon-do,14.1
25656,2020-05-22,Chungcheongbuk-do,18.4
25657,2020-05-22,Chungcheongnam-do,17.7
25658,2020-05-22,Jeollabuk-do,19.7
25659,2020-05-22,Jeollanam-do,16.5
25660,2020-05-22,Gyeongsangbuk-do,12.6
25661,2020-05-22,Gyeongsangnam-do,15.3
25662,2020-05-22,Jeju-do,19.1
25663,2020-05-23,Seoul,20.1
25664,2020-05-23,Busan,16.8
25665,2020-05-23,Daegu,20.1
25666,2020-05-23,Gwangju,20.2
25667,2020-05-23,Incheon,18.9
25668,2020-05-23,Daejeon,20.6
25669,2020-05-23,Ulsan,16.6
25670,2020-05-23,Gyeonggi-do,19.9
25671,2020-05-23,Gangwon-do,16.5
25672,2020-05-23,Chungcheongbuk-do,20.0
25673,2020-05-23,Chungcheongnam-do,19.2
25674,2020-05-23,Jeollabuk-do,20.6
25675,2020-05-23,Jeollanam-do,17.4
25676,2020-05-23,Gyeongsangbuk-do,15.0
25677,2020-05-23,Gyeongsangnam-do,16.4
25678,2020-05-23,Jeju-do,19.6
25679,2020-05-24,Seoul,17.1
25680,2020-05-24,Busan,19.1
25681,2020-05-24,Daegu,21.6
25682,2020-05-24,Gwangju,18.3
25683,2020-05-24,Incheon,15.3
25684,2020-05-24,Daejeon,19.8
25685,2020-05-24,Ulsan,20.9
25686,2020-05-24,Gyeonggi-do,16.8
25687,2020-05-24,Gangwon-do,19.4
25688,2020-05-24,Chungcheongbuk-do,19.2
25689,2020-05-24,Chungcheongnam-do,17.4
25690,2020-05-24,Jeollabuk-do,18.3
25691,2020-05-24,Jeollanam-do,19.3
25692,2020-05-24,Gyeongsangbuk-do,19.9
25693,2020-05-24,Gyeongsangnam-do,19.3
25694,2020-05-24,Jeju-do,20.4
25695,2020-05-25,Seoul,16.6
25696,2020-05-25,Busan,19.4
25697,2020-05-25,Daegu,21.4
25698,2020-05-25,Gwangju,18.5
25699,2020-05-25,Incheon,14.2
25700,2020-05-25,Daejeon,17.8
25701,2020-05-25,Ulsan,20.1
25702,2020-05-25,Gyeonggi-do,15.5
25703,2020-05-25,Gangwon-do,21.7
25704,2020-05-25,Chungcheongbuk-do,15.6
25705,2020-05-25,Chungcheongnam-do,15.9
25706,2020-05-25,Jeollabuk-do,16.5
25707,2020-05-25,Jeollanam-do,19.9
25708,2020-05-25,Gyeongsangbuk-do,19.4
25709,2020-05-25,Gyeongsangnam-do,20.0
25710,2020-05-25,Jeju-do,17.7
25711,2020-05-26,Seoul,16.2
25712,2020-05-26,Busan,19.0
25713,2020-05-26,Daegu,21.6
25714,2020-05-26,Gwangju,18.9
25715,2020-05-26,Incheon,14.9
25716,2020-05-26,Daejeon,19.6
25717,2020-05-26,Ulsan,19.8
25718,2020-05-26,Gyeonggi-do,16.1
25719,2020-05-26,Gangwon-do,19.8
25720,2020-05-26,Chungcheongbuk-do,18.1
25721,2020-05-26,Chungcheongnam-do,16.3
25722,2020-05-26,Jeollabuk-do,17.9
25723,2020-05-26,Jeollanam-do,19.4
25724,2020-05-26,Gyeongsangbuk-do,18.7
25725,2020-05-26,Gyeongsangnam-do,19.2
25726,2020-05-26,Jeju-do,18.4
25727,2020-05-27,Seoul,17.4
25728,2020-05-27,Busan,19.4
25729,2020-05-27,Daegu,21.4
25730,2020-05-27,Gwangju,19.5
25731,2020-05-27,Incheon,16.1
25732,2020-05-27,Daejeon,19.1
25733,2020-05-27,Ulsan,19.2
25734,2020-05-27,Gyeonggi-do,17.1
25735,2020-05-27,Gangwon-do,20.1
25736,2020-05-27,Chungcheongbuk-do,17.9
25737,2020-05-27,Chungcheongnam-do,17.1
25738,2020-05-27,Jeollabuk-do,18.4
25739,2020-05-27,Jeollanam-do,20.1
25740,2020-05-27,Gyeongsangbuk-do,17.8
25741,2020-05-27,Gyeongsangnam-do,19.7
25742,2020-05-27,Jeju-do,18.2
25743,2020-05-28,Seoul,18.7
25744,2020-05-28,Busan,19.2
25745,2020-05-28,Daegu,21.0
25746,2020-05-28,Gwangju,18.6
25747,2020-05-28,Incheon,17.4
25748,2020-05-28,Daejeon,19.1
25749,2020-05-28,Ulsan,19.6
25750,2020-05-28,Gyeonggi-do,18.0
25751,2020-05-28,Gangwon-do,19.8
25752,2020-05-28,Chungcheongbuk-do,17.5
25753,2020-05-28,Chungcheongnam-do,17.0
25754,2020-05-28,Jeollabuk-do,18.3
25755,2020-05-28,Jeollanam-do,19.6
25756,2020-05-28,Gyeongsangbuk-do,17.9
25757,2020-05-28,Gyeongsangnam-do,19.7
25758,2020-05-28,Jeju-do,19.7
25759,2020-05-29,Seoul,20.7
25760,2020-05-29,Busan,19.7
25761,2020-05-29,Daegu,21.1
25762,2020-05-29,Gwangju,21.3
25763,2020-05-29,Incheon,18.9
25764,2020-05-29,Daejeon,21.5
25765,2020-05-29,Ulsan,18.9
25766,2020-05-29,Gyeonggi-do,19.4
25767,2020-05-29,Gangwon-do,19.6
25768,2020-05-29,Chungcheongbuk-do,19.8
25769,2020-05-29,Chungcheongnam-do,18.9
25770,2020-05-29,Jeollabuk-do,21.1
25771,2020-05-29,Jeollanam-do,20.1
25772,2020-05-29,Gyeongsangbuk-do,16.8
25773,2020-05-29,Gyeongsangnam-do,18.9
25774,2020-05-29,Jeju-do,18.5
25775,2020-05-30,Seoul,22.6
25776,2020-05-30,Busan,20.2
25777,2020-05-30,Daegu,21.7
25778,2020-05-30,Gwangju,22.1
25779,2020-05-30,Incheon,20.9
25780,2020-05-30,Daejeon,22.7
25781,2020-05-30,Ulsan,19.6
25782,2020-05-30,Gyeonggi-do,21.6
25783,2020-05-30,Gangwon-do,20.8
25784,2020-05-30,Chungcheongbuk-do,21.4
25785,2020-05-30,Chungcheongnam-do,20.7
25786,2020-05-30,Jeollabuk-do,22.8
25787,2020-05-30,Jeollanam-do,20.5
