Unnamed: 0,Property Name,price,type,Area in sq ft,bedrooms,No. of Bathrooms,No. of Receptions,Location,city,Postal Code
1609,Eastbury Road,1050000,House,2562,4,4,4, Watford,Hertfordshire,WD19 4JN
1612,Queens Avenue,1445000,House,2468,6,6,6,Woodford Green,Essex,IG8 0JE
1626,Connaught Avenue,2395000,House,5300,7,7,7,Loughton,Essex,IG10 4DP
1643,Ormond Road,2850000,House,2338,4,4,4,Richmond,Surrey,TW10 6TH
1645,East Towers,930000,House,1834,5,5,5,Pinner,Middlesex,HA5 1TL
1647,Waverley Court,900000,Flat / Apartment,650,2,2,2,34-37 Beaumont Street,Marylebone,W1G 6DH
1654,Lippitts Hill,1065000,House,2625,5,5,5,Loughton,Essex,IG10 4AL
1661,Redruth Gardens,1795000,House,3796,6,6,6, Esher,Surrey,KT10 0HD
1662,Wolsey Road,935000,House,1583,3,3,3,Esher,Surrey,KT10 8NX
1663,New Road,2695000,House,5164,5,5,5,Esher,Surrey,KT10 9NU
1673,College Drive,1600000,House,2609,5,5,5,Thames Ditton,Surrey,KT7 0LB
1688,Cedar Park,700000,House,942,3,3,3, Chigwell,Essex,IG7 5AL
1694,Sentis Court,595000,Flat / Apartment,1197,2,2,2, Northwood,Middlesex,HA6 3NG
1705,The Water Gardens,1180000,Flat / Apartment,1732,3,3,3, Kingston upon Thames,Surrey,KT2 7LF
1712,Albany Park Road,2700000,House,3705,6,6,6,Kingston upon Thames,Surrey,KT2 5SW
1717,King Edwards Road,1725000,House,2512,5,5,5,Ruislip,Middlesex,HA4 7AQ
1718,Greenhill Court,550000,Flat / Apartment,1899,2,2,2, Northwood,Middlesex,HA6 2BD
1738,Grove Way,1630000,House,3457,6,6,6,Esher,Surrey,KT10 8HQ
1739,Westville Road,1195000,House,1953,5,5,5,Thames Ditton,Surrey,KT7 0UH
1740,St. Leonards Road,1595000,House,3110,4,4,4,Thames Ditton,Surrey,KT7 0RN
1741,New Road,1850000,House,2739,5,5,5,Esher,Surrey,KT10 9NU
1742,Carrington Place,725000,Flat / Apartment,1328,3,3,3, Esher,Surrey,KT10 9SF
1743,Sandown House,895000,Flat / Apartment,1255,2,2,2, Esher,Surrey,KT10 9SL
1744,Wolsey Road,775000,House,1160,3,3,3,Esher,Surrey,KT10 8NT
1785,Villiers Avenue,765000,House,1143,3,3,3,Surbiton,Surrey,KT5 8BH
1786,Berrylands Road,1050000,House,1949,4,4,4,Surbiton,Surrey,KT5 8PD
1836,Arbrook Lane,1950000,House,2817,6,6,6,Esher,Surrey,KT10 9EG
1842,Mount Park Road,2000000,House,2593,4,4,4,Harrow On The Hill,Middlesex,HA1 3LD
1869,The Drive,1400000,Bungalow,2921,4,4,4, Uxbridge,Middlesex,UB10 8AF
1873,Montrose Gardens,4750000,House,8590,7,7,7,Oxshott,Surrey,KT22 0UU
1875,Leys Road,4300000,House,9623,7,7,7,Oxshott,Surrey,KT22 0QE
1880,Denton Road,1800000,House,2098,4,4,4,,Twickenham,TW1 2TN
1915,Deerings Drive,975000,House,1448,4,4,4,Pinner,Middlesex,HA5 2NZ
1917,Upper Halliford Road,325000,Flat / Apartment,601,2,2,2,Shepperton,Middlesex,TW17 8SH
1921,Hillbrow,850000,Flat / Apartment,1239,3,3,3, Richmond,Surrey,TW10 6BH
1922,Church Road,3950000,House,4629,6,6,6, Richmond,Surrey,TW10 5HG
1924,Spencer Road,1950000,House,2797,6,6,6,East Molesey,Surrey,KT8 0SP
1945,Kensington House,650000,Flat / Apartment,1162,2,2,2, Woodford Green,Essex,IG8 8RJ
1963,Ravenswood Park,1100000,House,2007,4,4,4,Northwood,Middlesex,HA6 3PR
1964,Davenham Avenue,1600000,House,2914,4,4,4,Northwood,Middlesex,HA6 3HW
1968,Barwell Court Farmhouse,699950,House,1410,3,3,3, Chessington,Surrey,KT9 2LZ
1973,George Road,1750000,New development,2553,5,5,5,Kingston Upon Thames,Surrey,KT2 7NR
1977,Cholmondeley Walk,3250000,House,3410,3,3,3,Richmond,Surrey,TW9 1NS
1981,Ormond Road,1025000,Flat / Apartment,992,3,3,3,Richmond,Surrey,TW10 6TH
1985,Greenhill Court,575000,Flat / Apartment,997,2,2,2, Northwood,Middlesex,HA6 2BD
1986,Orchard Rise,2650000,House,3009,5,5,5,Richmond,Surrey,TW10 5BX
1997,Melrose Road,630000,House,1596,4,4,4,Coulsdon,Surrey,CR5 3JH
2002,Aragon Avenue,900000,House,1363,4,4,4,Thames Ditton,Surrey,KT7 0PY
2003,Woodbourne Drive,1195000,House,2149,4,4,4, Esher,Surrey,KT10 0DR
2027,Broom Close,1550000,House,3065,4,4,4,Esher,Surrey,KT10 9ET
2040,Cygnet Close,1295000,House,2055,4,4,4,Northwood,Middlesex,HA6 2TA
2045,Ember Lane,1299995,House,2394,5,5,5,Esher,Surrey,KT10 8EF
2046,Palace Road,2850000,House,5116,6,6,6,East Molesey,Surrey,KT8 9DW
2047,Sheen Common Drive,2650000,House,2942,6,6,6,Richmond,Surrey,TW10 5BW
2050,The Chase,2850000,House,5380,6,6,6, Tadworth,Surrey,KT20 6HZ
2062,Priory Lane,699950,House,1226,3,3,3,West Molesey,Surrey,KT8 2PS
2072,Kings Drive,1200000,House,2491,3,3,3,Surbiton,Surrey,KT5 8NQ
2073,Winterdown Road,899950,House,1504,3,3,3,Esher,Surrey,KT10 8LJ
2083,Princes Drive,2500000,House,5101,6,6,6, Leatherhead,Surrey,KT22 0UL
2092,Herne Road,995000,House,1839,5,5,5,Surbiton,Surrey,KT6 5BX
2095,Broom Road,2275000,House,2803,5,5,5,Teddington,Middlesex,TW11 9PG
2104,The Gallops,825000,House,1272,3,3,3,Esher,Surrey,KT10 8BN
2112,Brendon Close,1650000,House,3285,4,4,4,Esher,Surrey,KT10 9EH
2116,Ensleigh Lodge,4250000,House,3893,5,5,5,25 Ham Common,Surrey,TW10 7JB
2119,Blackhills,1999500,House,3769,5,5,5,Esher,Surrey,KT10 9JW
2123,Seymour Road,1550000,New development,2690,5,5,5,East Molesey,Surrey,KT8 0PF
2125,Park Road,1925000,House,4124,6,6,6,Banstead,Surrey,SM7 3EF
2132,Norman Avenue,1900000,House,2061,5,5,5,,Twickenham,TW1 2LY
2133,Frithwood Avenue,450000,Flat / Apartment,708,2,2,2,Northwood,Middlesex,HA6 3LX
2153,Queens Road,625000,Flat / Apartment,729,2,2,2,Richmond,Surrey,TW10 6JW
2154,Oak Lodge Avenue,1000000,House,2232,5,5,5,Chigwell,Essex,IG7 5JA
2164,Castle Road,1500000,House,5587,7,7,7, Coulsdon,Surrey,CR5 3NS
2166,Cole Park Road,2295000,House,3823,6,6,6,,Twickenham,TW1 1HT
2168,Sheen Common Drive,3650000,House,4135,5,5,5,Richmond,Surrey,TW10 5BN
2170,Sandown House,650000,Flat / Apartment,1031,2,2,2, Esher,Surrey,KT10 9SL
2219,Southmont Road,999950,House,2249,5,5,5,Esher,Surrey,KT10 9BG
2226,Marchbank House,525000,Flat / Apartment,1239,2,2,2, Northwood,Middlesex,HA6 2SG
2266,Hills Lane,880000,House,1573,3,3,3,Northwood,Middlesex,HA6 2QL
2278,Rivermead,1100000,House,1822,4,4,4,East Molesey,Surrey,KT8 9AZ
2279,Ashley Park Avenue,2795000,House,4704,4,4,4,Walton-on-Thames,Surrey,KT12 1ET
2304,Kreisel Walk,1695000,House,1842,4,4,4,Richmond,Surrey,TW9 3AL
2313,Arnison Road,1650000,House,2698,5,5,5,East Molesey,Surrey,KT8 9JF
2314,Manor Drive,925000,House,1483,4,4,4,Esher,Surrey,KT10 0AU
2327,Arnison Road,2575000,House,3785,5,5,5,East Molesey,Surrey,KT8 9JJ
2341,Church Road,675000,Flat / Apartment,863,2,2,2,Richmond,Surrey,TW10 6LW
2346,Pudding Lane,3750000,House,5272,5,5,5,Chigwell,Essex,IG7 6BY
2347,Station Way,285000,Flat / Apartment,693,2,2,2,Buckhurst Hill,Essex,IG9 6LN
2348,Newnham House,470000,Flat / Apartment,885,2,2,2, Loughton,Essex,IG10 4JH
2368,Grosvenor Road,2000000,House,1884,5,5,5,Richmond,Surrey,TW10 6PE
2372,Copse Wood Way,1750000,House,3026,5,5,5,Northwood,Middlesex,HA6 2UB
2386,Princes Drive,5950000,New development,11610,6,6,6,Oxshott,Surrey,KT22 0UL
2401,Haven Place,1150000,House,2382,5,5,5, Esher,Surrey,KT10 9AQ
2402,Imber Park Road,900000,House,1606,4,4,4,Esher,Surrey,KT10 8JB
2403,Tolworth Road,500000,House,669,2,2,2,Surbiton,Surrey,KT6 7TA
2404,Queens Drive,1150000,House,1961,4,4,4,Surbiton,Surrey,KT5 8PP
2434,Hampton Court Road,2750000,House,5810,5,5,5,East Molesey,Surrey,KT8 9BW
2435,Outwood Lane,875000,House,1756,4,4,4,Chipstead,Surrey,CR5 3NB
2448,Grove Farm Park,1200000,House,2194,6,6,6,Northwood,Middlesex,HA6 2BQ
2460,Pelhams Walk,2350000,New development,4777,5,5,5,Esher,Surrey,KT10 8QD
2461,Roy Road,1000000,House,2544,4,4,4,Northwood,Middlesex,HA6 1EH
2463,New Road,1575000,House,2369,4,4,4,Esher,Surrey,KT10 9NU
2490,The Bowls,675000,Flat / Apartment,1533,3,3,3,Chigwell,Essex,IG7 6ND
2503,Waldegrave Road,1599999,House,1704,4,4,4,,Twickenham,TW1 4SU
2507,Highwood House,525000,Flat / Apartment,844,2,2,2, Esher,Surrey,KT10 8BP
2510,Myrtleside Close,550000,Flat / Apartment,1103,2,2,2,Northwood,Middlesex,HA6 2XQ
2520,Waldegrave Park,3700000,House,4438,6,6,6,Twickenham,Middlesex,TW1 4TJ
2522,Queens Road,1400000,Flat / Apartment,1388,3,3,3,Richmond,Surrey,TW10 6JW
2527,Esher Green,2250000,House,3874,5,5,5,Esher,Surrey,KT10 8AD
2530,Spencer Road,2850000,House,4094,5,5,5,East Molesey,Surrey,KT8 0SP
2532,Wolsey Road,2500000,House,3740,6,6,6,East Molesey,Surrey,KT8 9EW
2535,Ollards Grove,1450000,House,2322,5,5,5,Loughton,Essex,IG10 4DW
2547,Russell Villas,2350000,House,2115,4,4,4,Willoughby Road,Twickenham,TW1 2QG
2548,Sandy Lane,2195000,House,3337,5,5,5,Teddington,Middlesex,TW11 0DR
2549,Stanley Road,915000,Bungalow,1771,5,5,5,Northwood,Middlesex,HA6 1RQ
2552,Pelhams Walk,1895000,House,3225,5,5,5,Esher,Surrey,KT10 8QD
2553,Claremont Avenue,1295000,House,2331,4,4,4,Esher,Surrey,KT10 9JD
2557,Denbigh Gardens,5250000,House,4386,5,5,5,Richmond,Surrey,TW10 6EN
2561,Outwood Lane,3950000,House,10807,7,7,7, Tadworth,Surrey,KT20 6JS
2564,Stokesheath Road,4500000,House,7935,6,6,6,Oxshott,Surrey,KT22 0PN
2569,Ditton Grove,925000,House,1642,3,3,3,Esher,Surrey,KT10 9FN
2581,Bridge House,530000,New development,848,2,2,2, Loughton,Essex,IG10 3ED
2597,Leopold Court,1300000,Flat / Apartment,1946,3,3,3, Esher,Surrey,KT10 9BW
2607,Monkhams Avenue,1595000,House,2363,5,5,5,Woodford Green,Essex,IG8 0EX
2608,Thorkhill Road,1000000,House,1714,5,5,5,Thames Ditton,Surrey,KT7 0UG
2611,Murray Road,1600000,House,2825,5,5,5,Northwood,Middlesex,HA6 2YP
2615,Wimpole Street,1895000,Flat / Apartment,1079,3,3,3,,Marylebone,W1G 8AE
2625,Common Road,5000000,House,5156,6,6,6,Stanmore,Middlesex,HA7 3JF
2626,Aissele Place,899950,House,1743,3,3,3, Esher,Surrey,KT10 9RL
2627,Claremont End,2650000,House,4141,5,5,5,Esher,Surrey,KT10 9LZ
2635,Hallowell Road,500000,House,792,2,2,2,Northwood,Middlesex,HA6 1DU
2653,Copsem Drive,2125000,House,3763,5,5,5,Esher,Surrey,KT10 9HD
2667,Weston Green Road,1200000,House,1813,4,4,4,Thames Ditton,Surrey,KT7 0HY
2672,Sandy Lane,2195000,House,3467,5,5,5,Teddington,Middlesex,TW11 0DR
2679,Stevens Lane,1195000,House,2389,4,4,4, Esher,Surrey,KT10 0TT
2698,Ormond Road,1895000,House,1772,4,4,4,Richmond,Surrey,TW10 6TH
2708,Charlotte Lodge,430000,Flat / Apartment,826,2,2,2, Esher,Surrey,KT10 0LR
2716,The Butts,1495000,House,2322,4,4,4,Brentford,Middlesex,TW8 8BJ
2727,Goldings Rise,775000,House,1285,3,3,3,Loughton,Essex,IG10 2QP
2751,Forest Close,799999,House,2156,4,4,4,Waltham Abbey,Essex,EN9 3QR
2755,Sandown Avenue,3750000,House,5554,6,6,6,Esher,Surrey,KT10 9NT
2756,Leopold Court,850000,Flat / Apartment,1344,2,2,2, Esher,Surrey,KT10 9BW
2772,Potter Street,775000,House,1469,4,4,4,Northwood,Middlesex,HA6 1QH
2779,Soval Court,950000,Flat / Apartment,1580,3,3,3, Northwood,Middlesex,HA6 2FS
2782,Church Street,2685000,House,3873,6,6,6,Hampton,Middlesex,TW12 2EG
2790,Crescent Road,1650000,House,2809,4,4,4,Kingston upon Thames,Surrey,KT2 7RF
2799,Regency Walk,525000,Bungalow,583,2,2,2,Richmond,Surrey,TW10 6AU
2806,Beech Drive,2350000,House,5303,5,5,5, Tadworth,Surrey,KT20 6PP
2820,Sudbrook Lane,3100000,House,3080,5,5,5,Richmond,Surrey,TW10 7AY
2828,High Street,1095000,House,1885,4,4,4,Esher,Surrey,KT10 9QA
2831,Purcell Mansions,1100000,Flat / Apartment,1335,3,3,3, Barons Court,Fulham,W14 9TP
2836,Grosvenor Gardens,1095000,House,1838,4,4,4,Woodford Green,Essex,IG8 0AR
2845,Manor Road,1495000,House,2433,4,4,4, Loughton,Essex,IG10 4AD
2853,Rivermead,1499000,House,3238,5,5,5,East Molesey,Surrey,KT8 9AZ
2854,The Heights,475000,Flat / Apartment,977,3,3,3, Watford,Hertfordshire,WD19 4PU
2857,Fitzgerald Road,1995000,House,3443,5,5,5,Thames Ditton,Surrey,KT7 0TU
2860,Waldemar Avenue,1950000,House,2054,5,5,5,Bishops Park,Fulham,SW6 5LU
2884,Paget Place,1575000,House,2514,4,4,4,Kingston upon Thames,Surrey,KT2 7HZ
2903,Palace Road,4250000,House,6632,7,7,7,East Molesey,Surrey,KT8 9DN
2910,Winterdown Road,775000,House,1149,2,2,2,Esher,Surrey,KT10 8LJ
2921,The Woodlands,1000000,House,1666,3,3,3,Esher,Surrey,KT10 8DD
2932,Montagu Mews West,5000000,House,2332,4,4,4,,Marylebone,W1H 2EE
2935,Oxshott,5000000,House,7879,6,6,6,,Surrey,KT22 0QB
2952,Spencer Road,2495000,House,3609,6,6,6,,Twickenham,TW2 5TH
2976,Bute Avenue,4200000,House,4591,6,6,6,Richmond,Surrey,TW10 7AX
2980,Harefield,775000,House,1368,3,3,3,Esher,Surrey,KT10 9TG
3004,Kings Drive,895000,House,1579,4,4,4,Thames Ditton,Surrey,KT7 0TH
3005,Fee Farm Road,1500000,House,2122,5,5,5, Esher,Surrey,KT10 0JX
3012,Eleven Acre Rise,2750000,House,5310,5,5,5,Loughton,Essex,IG10 1AN
3057,Vincent Close,1765000,House,3354,5,5,5,Esher,Surrey,KT10 8AW
3067,Blue Row Cottage,525000,House,833,3,3,3,Upshirebury Green,Essex,EN9 3ST
3071,Clare Hill,2495000,House,4185,6,6,6,Esher,Surrey,KT10 9NB
3072,Hardman Road,699950,House,1037,3,3,3,Kingston upon Thames,Surrey,KT2 6RH
3073,Carew Road,500000,Flat / Apartment,955,2,2,2,Northwood,Middlesex,HA6 3NL
3076,Seymour Road,1150000,House,1774,4,4,4,East Molesey,Surrey,KT8 0PB
3102,Bentley Priory,700000,Flat / Apartment,1221,3,3,3, Stanmore,Middlesex,HA7 3FB
3107,Petersham Road,2980000,House,3433,6,6,6,Richmond,Surrey,TW10 7DA
3112,Hilliard Road,650000,House,1386,4,4,4,Northwood,Middlesex,HA6 1SP
3123,New Road,4750000,House,8081,7,7,7,Esher,Surrey,KT10 9PG
3134,New Road,2250000,House,3889,4,4,4,Esher,Surrey,KT10 9PG
3138,Windsor House,600000,Flat / Apartment,1219,3,3,3, Bushey,Hertfordshire,WD23 2RH
3139,Chiltern Place,4950000,New development,1627,2,2,2,66 Chiltern Street,Marylebone,W1U 6NJ
3140,Oakhill Avenue,995000,House,1762,4,4,4,Pinner,Middlesex,HA5 3DL
3160,Jessel Drive,475000,House,1018,3,3,3,Loughton,Essex,IG10 2EX
3164,Hallowell Road,300000,Flat / Apartment,573,1,1,1,Northwood,Middlesex,HA6 1DT
3188,Christchurch,875000,Flat / Apartment,1193,2,2,2, Richmond,Surrey,TW9 2AU
3201,Clarence Park Crescent,2500000,House,2316,5,5,5,Stanmore,Middlesex,HA7 3GD
3202,Sandy Lodge Way,850000,House,1384,5,5,5,Northwood,Middlesex,HA6 2AS
3205,The Vineyard,595000,Flat / Apartment,632,1,1,1,Richmond,Surrey,TW10 6AS
3208,Ravenswood Park,925000,House,1607,4,4,4,Northwood,Middlesex,HA6 3PR
3215,Manor Road South,1199950,House,2041,4,4,4,Esher,Surrey,KT10 0QL
3221,Sandy Lodge Way,1250000,House,1500,4,4,4,Northwood,Middlesex,HA6 2AS
3226,Wellfields,1000000,House,1758,4,4,4,Loughton,Essex,IG10 1NX
3233,Manor Road,2650000,House,3788,4,4,4, Loughton,Essex,IG10 4AD
3234,Manor Road,2995000,House,4543,5,5,5, Loughton,Essex,IG10 4AD
3235,Pelhams Walk,2350000,New development,4300,5,5,5,Esher,Surrey,KT10 8QD
3236,Pembroke Avenue,799000,House,1589,4,4,4,Surbiton,Surrey,KT5 8HW
3239,Copsem Drive,2350000,House,5011,6,6,6,Esher,Surrey,KT10 9HD
3254,New Barns Farm,1000000,House,1690,4,4,4, Chigwell,Essex,IG7 6BJ
3255,New Barns Farm,1000000,New development,1636,3,3,3, Chigwell,Essex,IG7 6BJ
3256,New Barns Farm,950000,New development,1560,3,3,3, Chigwell,Essex,IG7 6BJ
3259,Coombe End,3650000,House,5424,6,6,6,Kingston upon Thames,Surrey,KT2 7DQ
3261,Ditton Grove,1000000,New development,1610,3,3,3,Esher,Surrey,KT10 9FN
3268,Linksway,4995000,House,8042,6,6,6,Northwood,Middlesex,HA6 2XB
3279,The Woods,2650000,House,4828,7,7,7,Northwood,Middlesex,HA6 3EY
3282,Manor Road,2800000,House,4378,8,8,8,Chigwell,Essex,IG7 5PQ
3296,Sandpits Road,1125000,House,1458,4,4,4,Richmond,Surrey,TW10 7DT
3314,Dickens Close,3100000,House,3048,5,5,5,Richmond,Surrey,TW10 7AU
3338,Claremont Road,2500000,House,6247,5,5,5, Esher,Surrey,KT10 0PL
3356,Manor Road,489950,House,765,1,1,1, Loughton,Essex,IG10 4AD
3383,Copse Wood Way,1725000,House,2924,6,6,6,Northwood,Middlesex,HA6 2TX
3390,Hilliard Road,800000,House,1432,4,4,4,Northwood,Middlesex,HA6 1SJ
3392,Copsem Lane,950000,House,3173,5,5,5,Esher,Surrey,KT10 9HQ
3396,Leicester Court,2095000,Flat / Apartment,2078,3,3,3,24 Clevedon Road,Twickenham,TW1 2TB
3443,Rosemary Gate,950000,Flat / Apartment,1154,2,2,2, Esher,Surrey,KT10 9NZ
3462,Lauderdale Drive,2150000,House,3176,5,5,5,Richmond,Surrey,TW10 7BS
3466,Queens Drive,6250000,House,10764,6,6,6,Oxshott,Surrey,KT22 0PH
3467,Manor Road,1750000,House,3286,4,4,4, Loughton,Essex,IG10 4AD
