unnamed: 0,property name,price,type,area in sq ft,bedrooms,no. of bathrooms,no. of receptions,location,city,postal code
12,Ashley Park Avenue,2795000,House,5294,5,5,5,Walton-on-Thames,Surrey,KT12 1ER
17,Hazelwood Lane,1250000,House,3503,6,6,6, Coulsdon,Surrey,CR5 3QW
28,Ditton Grove,374950,New development,664,2,2,2,Esher,Surrey,KT10 9FN
29,Roymount Court,400000,Flat / Apartment,805,2,2,2, Surbiton,Surrey,KT6 6NW
47,Ashley Park Avenue,3450000,House,5599,6,6,6,Walton-on-Thames,Surrey,KT12 1EU
63,Hampermill Lane,1675000,House,5022,3,3,3,Watford,Hertfordshire,WD19 4PL
75,Weston Park,1050000,House,1693,4,4,4,Thames Ditton,Surrey,KT7 0HQ
91,Seymour Gardens,1200000,House,2108,4,4,4,Surbiton,Surrey,KT5 8QE
113,Ditton Grove,399950,New development,697,2,2,2,Esher,Surrey,KT10 9FN
114,Sylvan Gardens,1499950,House,2982,5,5,5,Surbiton,Surrey,KT6 6PP
127,Elizabeth Place,625000,Flat / Apartment,902,2,2,2, Esher,Surrey,KT10 8AP
134,Ruxley Crescent,1800000,New development,3877,4,4,4, Esher,Surrey,KT10 0TX
138,Crescent Road,1855000,House,2917,5,5,5,Kingston upon Thames,Surrey,KT2 7RD
141,Spring Terrace,5250000,House,4745,7,7,7,Richmond,Surrey,TW9 1LW
142,Montague Road,6000000,House,4798,6,6,6,Richmond,Surrey,TW10 6QW
182,Selborne Villas,1150000,House,2357,4,4,4, Esher,Surrey,KT10 9UD
194,The Grange,1050000,House,2375,5,5,5, Walton-on-Thames,Surrey,KT12 3HN
198,Littleworth Avenue,2795000,House,6061,7,7,7,Esher,Surrey,KT10 9PB
199,Ruxley Crescent,1750000,New development,3913,4,4,4, Esher,Surrey,KT10 0TX
213,Corkran Road,1595000,House,3261,5,5,5,Surbiton,Surrey,KT6 6PN
216,Oxhey Road,850000,House,1687,4,4,4,Oxhey,Hertfordshire,WD19 4QG
224,Harper Lane,1650000,House,4016,8,8,8, Radlett,Hertfordshire,WD7 9HJ
234,Coleford Road,1400000,House,1799,4,4,4,London,Wandsworth,SW18 1AD
242,Grand Avenue,500000,House,963,2,2,2,Surbiton,Surrey,KT5 9HU
246,The Spinney,2395000,House,4966,5,5,5, Oxshott,Surrey,KT22 0PL
252,The Mount,3650000,House,8034,6,6,6,Esher,Surrey,KT10 8LQ
271,Lynwood Road,825000,House,2094,4,4,4,Thames Ditton,Surrey,KT7 0DJ
290,St. Marys Road,2900000,House,5896,7,7,7, Surbiton,Surrey,KT6 5EY
302,High Road,650000,House,1783,3,3,3, Coulsdon,Surrey,CR5 3SD
328,Leys Road,4825000,House,10475,7,7,7,Oxshott,Surrey,KT22 0QE
348,Paxton Close,699950,House,909,3,3,3,Richmond,Surrey,TW9 2AW
349,Hardwicke House,665000,Flat / Apartment,935,3,3,3, Richmond,Surrey,TW10 6PW
360,Waynflete House,575000,Penthouse,1029,3,3,3, Esher,Surrey,KT10 9QS
361,94 Claygate,334950,Flat / Apartment,477,1,1,1, Claygate,Surrey,KT10 0RB
363,Queens Road,750000,House,1510,3,3,3,Thames Ditton,Surrey,KT7 0QX
364,Southborough Road,2100000,New development,3596,5,5,5,Surbiton,Surrey,KT6 6JN
365,Pavilion Park,1299000,New development,1903,4,4,4, East Molesey,Surrey,KT8 9DX
397,Church Road,550000,Flat / Apartment,582,2,2,2,Richmond,Surrey,TW9 1UA
414,Evelyn Road,1285000,House,1476,3,3,3,Richmond,Surrey,TW9 2TF
421,Stokesheath Road,4650000,House,7996,6,6,6,Oxshott,Surrey,KT22 0PN
426,Cottimore Avenue,649950,House,1378,4,4,4,Walton-on-Thames,Surrey,KT12 2AE
432,Burwood Park Road,1295000,House,2371,5,5,5, Walton-on-Thames,Surrey,KT12 5LJ
433,Forge Lane,975000,House,1201,3,3,3,Richmond,Surrey,TW10 7BF
434,High Oaks Close,1100000,House,3185,5,5,5,Coulsdon,Surrey,CR5 3EZ
449,Trystings Close,1125000,House,2495,5,5,5, Esher,Surrey,KT10 0TF
457,Onslow Road,800000,Flat / Apartment,734,2,2,2,Richmond,Surrey,TW10 6QH
458,Old Oak Avenue,950000,House,3006,5,5,5, Coulsdon,Surrey,CR5 3PG
506,Southborough Road,1995000,New development,3510,5,5,5,Surbiton,Surrey,KT6 6JN
517,Kingston Hill,2395000,House,3498,5,5,5,Kingston upon Thames,Surrey,KT2 7LN
524,St. Johns Road,1895000,House,2564,5,5,5,Richmond,Surrey,TW9 2PE
533,Esher Place Avenue,2150000,House,3177,5,5,5,Esher,Surrey,KT10 8PY
534,Common Road,785000,New development,1474,3,3,3, Esher,Surrey,KT10 0HG
536,Sheen Road,2850000,House,5130,7,7,7,Richmond,Surrey,TW10 5AL
537,Birds Hill Drive,5950000,New development,11716,6,6,6,Oxshott,Surrey,KT22 0SW
555,Ashburnham Park,2995000,House,5614,6,6,6,Esher,Surrey,KT10 9TW
556,Claremont Drive,2250000,House,3661,4,4,4,Esher,Surrey,KT10 9LU
557,Sandown Road,2995000,House,7087,7,7,7,Esher,Surrey,KT10 9TT
558,Pavilion Park,1100000,New development,1629,3,3,3, East Molesey,Surrey,KT8 9DX
559,Berwyn Road,3350000,House,3770,6,6,6,Richmond,Surrey,TW10 5BP
595,Herne Road,1450000,House,2523,4,4,4,Surbiton,Surrey,KT6 5BX
616,Portland Terrace,775000,Flat / Apartment,705,2,2,2, Richmond,Surrey,TW9 1QQ
622,Chatsworth Place,1595000,House,3069,5,5,5,Oxshott,Surrey,KT22 0SS
637,Upper Richmond Road West,1225000,House,1633,4,4,4,Richmond,Surrey,TW10 5DY
653,Church Road,550000,Flat / Apartment,676,2,2,2,Richmond,Surrey,TW10 6LN
654,High Road,1500000,House,4023,7,7,7, Coulsdon,Surrey,CR5 3QN
677,Manor Road South,1349950,House,2986,5,5,5,Esher,Surrey,KT10 0QQ
678,Grove Road,1350000,House,1890,4,4,4,East Molesey,Surrey,KT8 9JS
680,Milbourne Lane,625000,House,968,3,3,3,Esher,Surrey,KT10 9EA
681,Matham Road,2250000,House,4312,5,5,5,East Molesey,Surrey,KT8 0SX
682,Sandown Road,2350000,House,3861,5,5,5,Esher,Surrey,KT10 9TU
683,Manor Drive,900000,House,1437,3,3,3,Esher,Surrey,KT10 0AU
700,Newlands Close,375000,House,880,3,3,3, Walton-on-Thames,Surrey,KT12 4PW
705,The Green,4495000,House,4063,6,6,6,Richmond,Surrey,TW9 1PX
717,River Bank,520000,Flat / Apartment,944,2,2,2,East Molesey,Surrey,KT8 9BH
738,Ormond Avenue,1650000,House,1750,4,4,4,Richmond,Surrey,TW10 6TN
759,Adela Avenue,765000,House,1500,4,4,4,New Malden,Surrey,KT3 6LE
760,Hersham Road,1250000,House,2502,5,5,5,Walton-on-Thames,Surrey,KT12 1LL
771,Ember Lane,925000,House,1270,4,4,4,Esher,Surrey,KT10 8ER
802,Carleton Close,1275000,House,2344,5,5,5,Esher,Surrey,KT10 8EE
832,Palace Road,2950000,House,4389,6,6,6,East Molesey,Surrey,KT8 9DW
849,Winterdown Road,675000,House,915,2,2,2,Esher,Surrey,KT10 8LP
870,Parkhill,2100000,Flat / Apartment,2810,3,3,3, Esher,Surrey,KT10 9NP
871,Greenways,1000000,House,2590,4,4,4,Esher,Surrey,KT10 0QD
886,Northumberland Place,2950000,House,2400,3,3,3,Richmond,Surrey,TW10 6TS
890,Victoria Avenue,1495000,House,2566,5,5,5,Surbiton,Surrey,KT6 5DL
891,Arnison Road,2250000,House,3364,5,5,5,East Molesey,Surrey,KT8 9JJ
892,Upper Richmond Road West,1250000,House,2032,6,6,6,Richmond,Surrey,TW10 5DY
904,Church Road,3450000,House,3825,5,5,5, Richmond,Surrey,TW10 5HG
960,Vincent Close,1550000,House,2602,4,4,4,Esher,Surrey,KT10 8AW
961,Summer Road,1325000,House,2410,5,5,5,Thames Ditton,Surrey,KT7 0QP
974,Lammas Road,725000,House,1344,5,5,5,Richmond,Surrey,TW10 7YD
991,Ember Lane,1250000,House,1980,4,4,4,Esher,Surrey,KT10 8EQ
992,Sandown House,975000,Penthouse,1634,3,3,3, Esher,Surrey,KT10 9SL
993,Pine Walk,1100000,House,1716,4,4,4,Surbiton,Surrey,KT5 8NJ
1003,Green Lane,1275000,House,2711,5,5,5,Oxhey,Hertfordshire,WD19 4NJ
1018,Rydens Road,1395000,House,3178,4,4,4,Walton-On-Thames,Surrey,KT12 3AA
1020,Richmond Hill,2975000,House,3352,6,6,6,Richmond,Surrey,TW10 6QX
1030,Winterdown Road,850000,House,1336,3,3,3,Esher,Surrey,KT10 8LP
1039,Hazel Lane,2500000,House,4420,6,6,6,Richmond,Surrey,TW10 7AP
1040,New Road,950000,House,1397,3,3,3,Richmond,Surrey,TW10 7HY
1050,Rookery Hill,1750000,House,3184,4,4,4,Ashtead,Surrey,KT21 1EG
1055,Petersham Road,3250000,House,2989,4,4,4,Richmond,Surrey,TW10 7AH
1067,Wayneflete Tower Avenue,3300000,House,6309,5,5,5,Esher,Surrey,KT10 8QG
1076,Liverpool Road,2895000,House,3660,6,6,6,Kingston upon Thames,Surrey,KT2 7SX
1086,Pavilion Park,995000,New development,1681,3,3,3, East Molesey,Surrey,KT8 9DX
1087,Sheen Common Drive,5500000,House,5453,6,6,6,Richmond,Surrey,TW10 5BN
1108,Claremont Drive,2000000,House,3556,6,6,6,Esher,Surrey,KT10 9LU
1109,Lynwood Road,1095000,House,2442,5,5,5,Thames Ditton,Surrey,KT7 0DN
1118,The Close,680000,House,1125,3,3,3,Richmond,Surrey,TW9 4QW
1123,Stokesheath Road,3500000,House,11077,6,6,6,Oxshott,Surrey,KT22 0PS
1172,Richmond Hill,595000,Flat / Apartment,786,2,2,2,Richmond,Surrey,TW10 6QX
1173,Onslow Avenue,2100000,House,2296,4,4,4,Richmond,Surrey,TW10 6QB
1188,St. Marys Road,1995000,House,3605,6,6,6, Surbiton,Surrey,KT6 5EU
1189,Ember Lane,1595000,House,3304,6,6,6,Esher,Surrey,KT10 8DZ
1191,Sheen Common Drive,2650000,House,2229,4,4,4,Richmond,Surrey,TW10 5BN
1197,Ashley Gardens,1300000,House,2484,4,4,4,Richmond,Surrey,TW10 7BU
1216,Meadowbank,625000,House,1213,4,4,4, Watford,Hertfordshire,WD19 4NP
1240,Birds Hill Road,7500000,House,12526,7,7,7,Oxshott,Surrey,KT22 0NJ
1251,Ravens Close,475000,Flat / Apartment,645,2,2,2,Surbiton,Surrey,KT6 4QG
1252,Pavilion Park,425000,New development,603,1,1,1, East Molesey,Surrey,KT8 9DX
1276,Queens Road,2250000,House,2946,4,4,4,Kingston upon Thames,Surrey,KT2 7SN
1292,New Road,4950000,House,7043,6,6,6,Esher,Surrey,KT10 9PG
1293,Pavilion Park,555000,New development,753,2,2,2, East Molesey,Surrey,KT8 9DX
1306,Sheen Road,1200000,House,1662,4,4,4,Richmond,Surrey,TW9 1YJ
1322,Middlefield Close,899950,House,2915,5,5,5, Coulsdon,Surrey,CR5 3NX
1348,Mount Ararat Road,2850000,House,3008,5,5,5,Richmond,Surrey,TW10 6PQ
1349,Mount Ararat Road,2450000,House,2300,5,5,5,Richmond,Surrey,TW10 6PH
1355,Pavilion Park,545000,New development,767,2,2,2, East Molesey,Surrey,KT8 9DX
1384,Rossway Drive,600000,House,1202,4,4,4,Bushey,Hertfordshire,WD23 3EW
1386,Furze Field,6950000,New development,11177,6,6,6,Oxshott,Surrey,KT22 0UR
1405,Manor Road South,1350000,House,2545,4,4,4,Esher,Surrey,KT10 0PY
1416,River Lane,7500000,House,6863,5,5,5,Richmond,Surrey,TW10 7AG
1417,Townshend Terrace,1285000,House,1011,3,3,3,Richmond,Surrey,TW9 1XJ
1442,The Mount,1650000,House,2644,4,4,4,Esher,Surrey,KT10 8LQ
1443,The Mount,1995000,House,5982,5,5,5,Esher,Surrey,KT10 8LQ
1463,Watcombe Cottages,900000,House,836,2,2,2,Richmond,Surrey,TW9 3BD
1470,Blackhills,3495000,House,7886,6,6,6,Esher,Surrey,KT10 9JP
1523,Chisholm Road,2000000,House,1719,4,4,4,Richmond,Surrey,TW10 6JH
1529,Birdshill Road,6000000,House,12546,7,7,7, Leatherhead,Surrey,KT22 0NJ
1557,Marchmont Gardens,2750000,House,2213,5,5,5,Richmond,Surrey,TW10 6ET
1570,Spring Terrace,2850000,House,2934,5,5,5,Richmond,Surrey,TW9 1LW
1600,Thames Quay,699950,Flat / Apartment,645,1,1,1,Chelsea Harbour,Chelsea,SW10 0UY
1609,Eastbury Road,1050000,House,2562,4,4,4, Watford,Hertfordshire,WD19 4JN
1643,Ormond Road,2850000,House,2338,4,4,4,Richmond,Surrey,TW10 6TH
1661,Redruth Gardens,1795000,House,3796,6,6,6, Esher,Surrey,KT10 0HD
1662,Wolsey Road,935000,House,1583,3,3,3,Esher,Surrey,KT10 8NX
1663,New Road,2695000,House,5164,5,5,5,Esher,Surrey,KT10 9NU
1673,College Drive,1600000,House,2609,5,5,5,Thames Ditton,Surrey,KT7 0LB
1705,The Water Gardens,1180000,Flat / Apartment,1732,3,3,3, Kingston upon Thames,Surrey,KT2 7LF
1712,Albany Park Road,2700000,House,3705,6,6,6,Kingston upon Thames,Surrey,KT2 5SW
1738,Grove Way,1630000,House,3457,6,6,6,Esher,Surrey,KT10 8HQ
1739,Westville Road,1195000,House,1953,5,5,5,Thames Ditton,Surrey,KT7 0UH
1740,St. Leonards Road,1595000,House,3110,4,4,4,Thames Ditton,Surrey,KT7 0RN
1741,New Road,1850000,House,2739,5,5,5,Esher,Surrey,KT10 9NU
1742,Carrington Place,725000,Flat / Apartment,1328,3,3,3, Esher,Surrey,KT10 9SF
1743,Sandown House,895000,Flat / Apartment,1255,2,2,2, Esher,Surrey,KT10 9SL
1744,Wolsey Road,775000,House,1160,3,3,3,Esher,Surrey,KT10 8NT
1785,Villiers Avenue,765000,House,1143,3,3,3,Surbiton,Surrey,KT5 8BH
1786,Berrylands Road,1050000,House,1949,4,4,4,Surbiton,Surrey,KT5 8PD
1836,Arbrook Lane,1950000,House,2817,6,6,6,Esher,Surrey,KT10 9EG
1873,Montrose Gardens,4750000,House,8590,7,7,7,Oxshott,Surrey,KT22 0UU
1875,Leys Road,4300000,House,9623,7,7,7,Oxshott,Surrey,KT22 0QE
1921,Hillbrow,850000,Flat / Apartment,1239,3,3,3, Richmond,Surrey,TW10 6BH
1922,Church Road,3950000,House,4629,6,6,6, Richmond,Surrey,TW10 5HG
1924,Spencer Road,1950000,House,2797,6,6,6,East Molesey,Surrey,KT8 0SP
1968,Barwell Court Farmhouse,699950,House,1410,3,3,3, Chessington,Surrey,KT9 2LZ
1973,George Road,1750000,New development,2553,5,5,5,Kingston Upon Thames,Surrey,KT2 7NR
1977,Cholmondeley Walk,3250000,House,3410,3,3,3,Richmond,Surrey,TW9 1NS
1981,Ormond Road,1025000,Flat / Apartment,992,3,3,3,Richmond,Surrey,TW10 6TH
1986,Orchard Rise,2650000,House,3009,5,5,5,Richmond,Surrey,TW10 5BX
1997,Melrose Road,630000,House,1596,4,4,4,Coulsdon,Surrey,CR5 3JH
2002,Aragon Avenue,900000,House,1363,4,4,4,Thames Ditton,Surrey,KT7 0PY
2003,Woodbourne Drive,1195000,House,2149,4,4,4, Esher,Surrey,KT10 0DR
2027,Broom Close,1550000,House,3065,4,4,4,Esher,Surrey,KT10 9ET
2045,Ember Lane,1299995,House,2394,5,5,5,Esher,Surrey,KT10 8EF
2046,Palace Road,2850000,House,5116,6,6,6,East Molesey,Surrey,KT8 9DW
2047,Sheen Common Drive,2650000,House,2942,6,6,6,Richmond,Surrey,TW10 5BW
2050,The Chase,2850000,House,5380,6,6,6, Tadworth,Surrey,KT20 6HZ
2062,Priory Lane,699950,House,1226,3,3,3,West Molesey,Surrey,KT8 2PS
2072,Kings Drive,1200000,House,2491,3,3,3,Surbiton,Surrey,KT5 8NQ
2073,Winterdown Road,899950,House,1504,3,3,3,Esher,Surrey,KT10 8LJ
2083,Princes Drive,2500000,House,5101,6,6,6, Leatherhead,Surrey,KT22 0UL
2092,Herne Road,995000,House,1839,5,5,5,Surbiton,Surrey,KT6 5BX
2104,The Gallops,825000,House,1272,3,3,3,Esher,Surrey,KT10 8BN
2112,Brendon Close,1650000,House,3285,4,4,4,Esher,Surrey,KT10 9EH
2116,Ensleigh Lodge,4250000,House,3893,5,5,5,25 Ham Common,Surrey,TW10 7JB
2119,Blackhills,1999500,House,3769,5,5,5,Esher,Surrey,KT10 9JW
2123,Seymour Road,1550000,New development,2690,5,5,5,East Molesey,Surrey,KT8 0PF
2125,Park Road,1925000,House,4124,6,6,6,Banstead,Surrey,SM7 3EF
2153,Queens Road,625000,Flat / Apartment,729,2,2,2,Richmond,Surrey,TW10 6JW
2164,Castle Road,1500000,House,5587,7,7,7, Coulsdon,Surrey,CR5 3NS
2168,Sheen Common Drive,3650000,House,4135,5,5,5,Richmond,Surrey,TW10 5BN
2170,Sandown House,650000,Flat / Apartment,1031,2,2,2, Esher,Surrey,KT10 9SL
2219,Southmont Road,999950,House,2249,5,5,5,Esher,Surrey,KT10 9BG
2278,Rivermead,1100000,House,1822,4,4,4,East Molesey,Surrey,KT8 9AZ
2279,Ashley Park Avenue,2795000,House,4704,4,4,4,Walton-on-Thames,Surrey,KT12 1ET
2304,Kreisel Walk,1695000,House,1842,4,4,4,Richmond,Surrey,TW9 3AL
2313,Arnison Road,1650000,House,2698,5,5,5,East Molesey,Surrey,KT8 9JF
2314,Manor Drive,925000,House,1483,4,4,4,Esher,Surrey,KT10 0AU
2327,Arnison Road,2575000,House,3785,5,5,5,East Molesey,Surrey,KT8 9JJ
2341,Church Road,675000,Flat / Apartment,863,2,2,2,Richmond,Surrey,TW10 6LW
2345,Wells Place,850000,House,1356,3,3,3,London,Wandsworth,SW18 3BF
2368,Grosvenor Road,2000000,House,1884,5,5,5,Richmond,Surrey,TW10 6PE
2386,Princes Drive,5950000,New development,11610,6,6,6,Oxshott,Surrey,KT22 0UL
2401,Haven Place,1150000,House,2382,5,5,5, Esher,Surrey,KT10 9AQ
2402,Imber Park Road,900000,House,1606,4,4,4,Esher,Surrey,KT10 8JB
2403,Tolworth Road,500000,House,669,2,2,2,Surbiton,Surrey,KT6 7TA
2404,Queens Drive,1150000,House,1961,4,4,4,Surbiton,Surrey,KT5 8PP
2434,Hampton Court Road,2750000,House,5810,5,5,5,East Molesey,Surrey,KT8 9BW
2435,Outwood Lane,875000,House,1756,4,4,4,Chipstead,Surrey,CR5 3NB
2460,Pelhams Walk,2350000,New development,4777,5,5,5,Esher,Surrey,KT10 8QD
2463,New Road,1575000,House,2369,4,4,4,Esher,Surrey,KT10 9NU
2507,Highwood House,525000,Flat / Apartment,844,2,2,2, Esher,Surrey,KT10 8BP
2522,Queens Road,1400000,Flat / Apartment,1388,3,3,3,Richmond,Surrey,TW10 6JW
2527,Esher Green,2250000,House,3874,5,5,5,Esher,Surrey,KT10 8AD
2530,Spencer Road,2850000,House,4094,5,5,5,East Molesey,Surrey,KT8 0SP
2532,Wolsey Road,2500000,House,3740,6,6,6,East Molesey,Surrey,KT8 9EW
2552,Pelhams Walk,1895000,House,3225,5,5,5,Esher,Surrey,KT10 8QD
2553,Claremont Avenue,1295000,House,2331,4,4,4,Esher,Surrey,KT10 9JD
2557,Denbigh Gardens,5250000,House,4386,5,5,5,Richmond,Surrey,TW10 6EN
2561,Outwood Lane,3950000,House,10807,7,7,7, Tadworth,Surrey,KT20 6JS
2564,Stokesheath Road,4500000,House,7935,6,6,6,Oxshott,Surrey,KT22 0PN
2569,Ditton Grove,925000,House,1642,3,3,3,Esher,Surrey,KT10 9FN
2597,Leopold Court,1300000,Flat / Apartment,1946,3,3,3, Esher,Surrey,KT10 9BW
2608,Thorkhill Road,1000000,House,1714,5,5,5,Thames Ditton,Surrey,KT7 0UG
2626,Aissele Place,899950,House,1743,3,3,3, Esher,Surrey,KT10 9RL
2627,Claremont End,2650000,House,4141,5,5,5,Esher,Surrey,KT10 9LZ
2653,Copsem Drive,2125000,House,3763,5,5,5,Esher,Surrey,KT10 9HD
2667,Weston Green Road,1200000,House,1813,4,4,4,Thames Ditton,Surrey,KT7 0HY
2679,Stevens Lane,1195000,House,2389,4,4,4, Esher,Surrey,KT10 0TT
2698,Ormond Road,1895000,House,1772,4,4,4,Richmond,Surrey,TW10 6TH
2708,Charlotte Lodge,430000,Flat / Apartment,826,2,2,2, Esher,Surrey,KT10 0LR
2755,Sandown Avenue,3750000,House,5554,6,6,6,Esher,Surrey,KT10 9NT
2756,Leopold Court,850000,Flat / Apartment,1344,2,2,2, Esher,Surrey,KT10 9BW
2790,Crescent Road,1650000,House,2809,4,4,4,Kingston upon Thames,Surrey,KT2 7RF
2799,Regency Walk,525000,Bungalow,583,2,2,2,Richmond,Surrey,TW10 6AU
2806,Beech Drive,2350000,House,5303,5,5,5, Tadworth,Surrey,KT20 6PP
2820,Sudbrook Lane,3100000,House,3080,5,5,5,Richmond,Surrey,TW10 7AY
2828,High Street,1095000,House,1885,4,4,4,Esher,Surrey,KT10 9QA
2853,Rivermead,1499000,House,3238,5,5,5,East Molesey,Surrey,KT8 9AZ
2854,The Heights,475000,Flat / Apartment,977,3,3,3, Watford,Hertfordshire,WD19 4PU
2857,Fitzgerald Road,1995000,House,3443,5,5,5,Thames Ditton,Surrey,KT7 0TU
2884,Paget Place,1575000,House,2514,4,4,4,Kingston upon Thames,Surrey,KT2 7HZ
2903,Palace Road,4250000,House,6632,7,7,7,East Molesey,Surrey,KT8 9DN
2910,Winterdown Road,775000,House,1149,2,2,2,Esher,Surrey,KT10 8LJ
2921,The Woodlands,1000000,House,1666,3,3,3,Esher,Surrey,KT10 8DD
2935,Oxshott,5000000,House,7879,6,6,6,,Surrey,KT22 0QB
2976,Bute Avenue,4200000,House,4591,6,6,6,Richmond,Surrey,TW10 7AX
2980,Harefield,775000,House,1368,3,3,3,Esher,Surrey,KT10 9TG
3004,Kings Drive,895000,House,1579,4,4,4,Thames Ditton,Surrey,KT7 0TH
3005,Fee Farm Road,1500000,House,2122,5,5,5, Esher,Surrey,KT10 0JX
3057,Vincent Close,1765000,House,3354,5,5,5,Esher,Surrey,KT10 8AW
3071,Clare Hill,2495000,House,4185,6,6,6,Esher,Surrey,KT10 9NB
3072,Hardman Road,699950,House,1037,3,3,3,Kingston upon Thames,Surrey,KT2 6RH
3076,Seymour Road,1150000,House,1774,4,4,4,East Molesey,Surrey,KT8 0PB
3107,Petersham Road,2980000,House,3433,6,6,6,Richmond,Surrey,TW10 7DA
3123,New Road,4750000,House,8081,7,7,7,Esher,Surrey,KT10 9PG
3134,New Road,2250000,House,3889,4,4,4,Esher,Surrey,KT10 9PG
3138,Windsor House,600000,Flat / Apartment,1219,3,3,3, Bushey,Hertfordshire,WD23 2RH
3188,Christchurch,875000,Flat / Apartment,1193,2,2,2, Richmond,Surrey,TW9 2AU
3205,The Vineyard,595000,Flat / Apartment,632,1,1,1,Richmond,Surrey,TW10 6AS
3215,Manor Road South,1199950,House,2041,4,4,4,Esher,Surrey,KT10 0QL
3235,Pelhams Walk,2350000,New development,4300,5,5,5,Esher,Surrey,KT10 8QD
3236,Pembroke Avenue,799000,House,1589,4,4,4,Surbiton,Surrey,KT5 8HW
3239,Copsem Drive,2350000,House,5011,6,6,6,Esher,Surrey,KT10 9HD
3249,Donovan Court,875000,Flat / Apartment,648,1,1,1, London,Chelsea,SW10 9QS
3259,Coombe End,3650000,House,5424,6,6,6,Kingston upon Thames,Surrey,KT2 7DQ
3261,Ditton Grove,1000000,New development,1610,3,3,3,Esher,Surrey,KT10 9FN
3296,Sandpits Road,1125000,House,1458,4,4,4,Richmond,Surrey,TW10 7DT
3314,Dickens Close,3100000,House,3048,5,5,5,Richmond,Surrey,TW10 7AU
3338,Claremont Road,2500000,House,6247,5,5,5, Esher,Surrey,KT10 0PL
3389,Admiral Court,2250000,Flat / Apartment,1683,3,3,3, Chelsea Harbour,Chelsea,SW10 0UU
3392,Copsem Lane,950000,House,3173,5,5,5,Esher,Surrey,KT10 9HQ
3443,Rosemary Gate,950000,Flat / Apartment,1154,2,2,2, Esher,Surrey,KT10 9NZ
3462,Lauderdale Drive,2150000,House,3176,5,5,5,Richmond,Surrey,TW10 7BS
3466,Queens Drive,6250000,House,10764,6,6,6,Oxshott,Surrey,KT22 0PH
