Unnamed: 0,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5379,Richmond,207/12 Coppin St,2,u,660000.0,PI,Jellis,19/11/2016,2.6,3121.0,2.0,2.0,1.0,0.0,76.0,2013.0,Yarra,-37.8166,145.0036,Northern Metropolitan,14949.0
11334,Dingley Village,29 Elliott Cr,3,h,800000.0,S,Ray,15/07/2017,22.2,3172.0,3.0,2.0,4.0,801.0,150.0,1980.0,Kingston,-37.98596,145.13187,South-Eastern Metropolitan,3940.0
2259,Elwood,6/217 Brighton Rd,2,u,525000.0,S,Wilson,3/12/2016,7.7,3184.0,2.0,1.0,1.0,553.0,83.0,1960.0,Port Phillip,-37.8802,144.9942,Southern Metropolitan,8989.0
3833,Malvern East,3/6 Peverill St,2,u,790000.0,S,Noel,4/03/2017,11.2,3145.0,2.0,1.0,2.0,196.0,109.0,1970.0,Stonnington,-37.8796,145.0876,Southern Metropolitan,8801.0
6681,Yarraville,29 Frederick St,4,h,1200000.0,S,Village,16/07/2016,7.0,3013.0,4.0,2.0,2.0,417.0,157.0,1900.0,Maribyrnong,-37.8197,144.8969,Western Metropolitan,6543.0
7622,Brunswick East,5 Linden St,2,h,1015000.0,S,Nelson,13/05/2017,4.5,3057.0,2.0,1.0,0.0,137.0,67.0,1890.0,Moreland,-37.7738,144.9733,Northern Metropolitan,5533.0
4810,Prahran,10/4 Rae Ct,1,u,500500.0,S,Biggin,4/03/2017,4.5,3181.0,1.0,1.0,1.0,0.0,64.0,1945.0,Stonnington,-37.857,145.0027,Southern Metropolitan,7717.0
9683,Pascoe Vale,21 Stennis St,3,h,1199000.0,S,Nelson,17/06/2017,8.5,3044.0,3.0,2.0,4.0,689.0,165.5,1950.0,Moreland,-37.73072,144.94829,Northern Metropolitan,7485.0
4632,Pascoe Vale,54 Railway Pde,3,h,900000.0,S,Brad,10/12/2016,9.9,3044.0,3.0,1.0,1.0,570.0,139.0,1950.0,Moreland,-37.7273,144.9274,Northern Metropolitan,7485.0
2768,Glen Iris,192 Tooronga Rd,4,h,2077000.0,S,RT,7/11/2016,9.2,3146.0,4.0,2.0,3.0,553.0,143.0,1910.0,Boroondara,-37.8589,145.0413,Southern Metropolitan,10412.0
1469,Bulleen,6a Tobruk St,3,t,975000.0,PI,Fletchers,4/06/2016,11.8,3105.0,3.0,2.0,2.0,632.0,226.0,2013.0,Manningham,-37.7813,145.102,Eastern Metropolitan,4480.0
5181,Reservoir,1/15 Chenies St,3,u,450000.0,VB,hockingstuart,22/05/2016,11.2,3073.0,3.0,1.0,2.0,179.0,108.0,2002.0,Darebin,-37.7108,145.0289,Northern Metropolitan,21650.0
4641,Pascoe Vale,1/30 Archibald St,2,u,488000.0,S,Nelson,14/05/2016,9.9,3044.0,3.0,1.0,2.0,219.0,84.0,2001.0,Moreland,-37.7283,144.9331,Northern Metropolitan,7485.0
6214,Templestowe Lower,39 Hazel Dr,5,h,750000.0,PI,hockingstuart,12/11/2016,13.8,3107.0,5.0,3.0,4.0,800.0,335.0,2006.0,Manningham,-37.7696,145.1078,Eastern Metropolitan,5420.0
11916,Brunswick East,1/51 Brunswick Rd,2,h,620000.0,S,Nicholson,29/07/2017,4.0,3057.0,2.0,1.0,1.0,123.0,79.0,1960.0,Moreland,-37.7784,144.97404,Northern Metropolitan,5533.0
5291,Richmond,30 Cameron St,3,h,1474000.0,SP,Marshall,7/11/2016,2.6,3121.0,3.0,1.0,0.0,238.0,94.0,1900.0,Yarra,-37.8167,144.9977,Northern Metropolitan,14949.0
1062,Brighton,24b Munro St,3,h,1302500.0,S,Nick,6/08/2016,11.2,3186.0,3.0,2.0,2.0,0.0,171.0,1993.0,Bayside,-37.9166,144.9942,Southern Metropolitan,10579.0
11135,Newport,5/13 Liley St,3,t,730000.0,S,Williams,12/08/2017,6.2,3015.0,3.0,2.0,2.0,200.0,126.7,2005.0,Hobsons Bay,-37.85134,144.88636,Western Metropolitan,5498.0
12151,Sandringham,1/10 Reno Rd,4,h,1235000.0,S,Hodges,29/07/2017,15.2,3191.0,4.0,2.0,2.0,404.0,165.0,1925.0,Bayside,-37.95882,145.02138,Southern Metropolitan,4497.0
7209,Ormond,3/11 Ormond Rd,2,u,410000.0,SA,Stockdale,26/07/2016,11.8,3204.0,2.0,1.0,1.0,0.0,65.0,1970.0,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578.0
9422,Bayswater,1/20 Church St,2,u,520000.0,S,Schroeder,17/06/2017,23.2,3153.0,2.0,1.0,1.0,418.0,76.0,1970.0,Knox,-37.83777,145.26345,Eastern Metropolitan,5030.0
1485,Bulleen,14 Kandanga Gr,3,h,1075000.0,S,Jellis,12/11/2016,11.8,3105.0,3.0,1.0,1.0,604.0,96.0,1960.0,Manningham,-37.7711,145.0928,Eastern Metropolitan,4480.0
9697,Reservoir,3/36 Crookston Rd,3,u,510000.0,S,Barry,17/06/2017,12.0,3073.0,3.0,1.0,1.0,178.0,100.0,2009.0,Darebin,-37.70985,145.02073,Northern Metropolitan,21650.0
11277,Avondale Heights,9 Thompson St,4,h,934000.0,S,Moonee,15/07/2017,9.5,3034.0,4.0,2.0,1.0,581.0,163.0,1975.0,Moonee Valley,-37.76421,144.85594,Western Metropolitan,4502.0
4570,Oakleigh South,22 Pitt St,3,h,1068000.0,S,Ray,27/11/2016,14.7,3167.0,3.0,2.0,2.0,609.0,172.0,1970.0,Monash,-37.9213,145.0854,South-Eastern Metropolitan,3692.0
3827,Malvern East,16A Manning Rd,3,h,2273000.0,S,Marshall,3/12/2016,11.2,3145.0,3.0,3.0,1.0,376.0,254.0,1930.0,Stonnington,-37.8727,145.0458,Southern Metropolitan,8801.0
6180,Surrey Hills,2/23 Clyde St,2,u,600000.0,VB,Noel,27/11/2016,11.2,3127.0,2.0,1.0,2.0,124.0,80.0,1985.0,Boroondara,-37.8159,145.0902,Southern Metropolitan,5457.0
1589,Camberwell,6 Gavan St,3,h,1780000.0,S,Fletchers,15/10/2016,7.8,3124.0,3.0,1.0,1.0,769.0,133.0,1930.0,Boroondara,-37.8482,145.0949,Southern Metropolitan,8920.0
986,Box Hill,22 William St,3,h,1500000.0,SP,Ray,15/10/2016,13.1,3128.0,3.0,1.0,2.0,664.0,106.0,1930.0,Whitehorse,-37.8235,145.1276,Eastern Metropolitan,4605.0
4413,Northcote,12/20 Ross St,1,u,435000.0,S,Nelson,10/09/2016,5.5,3070.0,1.0,1.0,2.0,0.0,55.0,1970.0,Darebin,-37.7842,144.9991,Northern Metropolitan,11364.0
3336,Hughesdale,105/175 Kangaroo Rd,2,u,420000.0,VB,Woodards,12/11/2016,13.0,3166.0,2.0,1.0,1.0,0.0,70.0,2010.0,Monash,-37.9008,145.0859,Southern Metropolitan,3145.0
11275,Ashwood,10 Kiewa St,3,h,1420000.0,S,Fletchers,15/07/2017,10.2,3147.0,3.0,1.0,1.0,726.0,130.0,1965.0,Monash,-37.86173,145.11074,Southern Metropolitan,2894.0
2219,Elsternwick,1/34 Clarence St,3,u,1240000.0,S,Hodges,7/11/2016,8.5,3185.0,3.0,2.0,2.0,319.0,123.0,1990.0,Glen Eira,-37.8922,145.0112,Southern Metropolitan,4898.0
8389,St Kilda,23A Havelock St,2,h,1120000.0,S,hockingstuart,8/04/2017,6.1,3182.0,2.0,1.0,0.0,135.0,74.0,1930.0,Port Phillip,-37.8661,144.9802,Southern Metropolitan,13240.0
1173,Brighton East,12 Meyer Ct,4,h,1825000.0,PI,Buxton,4/06/2016,10.7,3187.0,4.0,3.0,2.0,594.0,594.0,1973.0,Bayside,-37.9029,145.0118,Southern Metropolitan,6938.0
5497,Seddon,11 Hotham St,3,h,1395000.0,SP,Jas,16/04/2016,6.6,3011.0,3.0,1.0,2.0,467.0,155.0,1946.0,Maribyrnong,-37.8093,144.8941,Western Metropolitan,2417.0
10388,Maribyrnong,107 Gatehouse Pl,2,u,450000.0,SP,Raine,27/05/2017,4.3,3032.0,2.0,1.0,1.0,0.0,93.0,1940.0,Maribyrnong,-37.77296,144.88057,Western Metropolitan,4918.0
8257,Preston,14 West St,3,h,1190000.0,S,Barry,6/05/2017,8.8,3072.0,3.0,2.0,2.0,572.0,118.0,1935.0,Darebin,-37.736,145.0033,Northern Metropolitan,14577.0
3140,Hawthorn,530 Burwood Rd,3,h,1300000.0,S,Marshall,8/10/2016,4.6,3122.0,3.0,2.0,1.0,341.0,155.0,1938.0,Boroondara,-37.8236,145.0425,Southern Metropolitan,11308.0
9057,Brunswick,18 Boase St,2,h,700000.0,PI,Nelson,3/06/2017,5.2,3056.0,2.0,1.0,1.0,61.0,112.0,2007.0,Moreland,-37.766,144.96076000000005,Northern Metropolitan,11918.0
6647,Yarraville,3 Cuming St,2,h,856000.0,S,Greg,4/06/2016,7.0,3013.0,2.0,1.0,1.0,261.0,100.0,1880.0,Maribyrnong,-37.8157,144.887,Western Metropolitan,6543.0
4720,Port Melbourne,510/166 Rouse St,1,u,500000.0,S,Greg,4/06/2016,3.8,3207.0,1.0,1.0,1.0,0.0,60.0,2006.0,Port Phillip,-37.8416,144.939,Southern Metropolitan,8648.0
4048,Mont Albert,11/781 Whitehorse Rd,2,u,520000.0,VB,hockingstuart,28/05/2016,11.8,3127.0,2.0,1.0,1.0,0.0,92.0,2005.0,Whitehorse,-37.8161,145.1098,Eastern Metropolitan,2079.0
8238,Port Melbourne,130 Clark St,4,h,2700000.0,S,Marshall,29/04/2017,3.8,3207.0,4.0,3.0,2.0,317.0,156.0,1900.0,Port Phillip,-37.8346,144.9358,Southern Metropolitan,8648.0
3921,Maribyrnong,28 Kellaway St,3,h,920000.0,SP,Biggin,10/09/2016,8.7,3032.0,3.0,1.0,2.0,689.0,110.0,1920.0,Maribyrnong,-37.7823,144.887,Western Metropolitan,4918.0
5361,Richmond,6 Brady St,3,h,1275000.0,S,Biggin,18/03/2017,2.6,3121.0,3.0,2.0,1.0,132.0,95.0,1900.0,Yarra,-37.822,145.0041,Northern Metropolitan,14949.0
12199,Werribee,13b Kingfisher Ct,3,u,394000.0,PI,hockingstuart,29/07/2017,14.7,3030.0,3.0,2.0,4.0,287.0,137.0,2013.0,Wyndham,-37.87895,144.6707,Western Metropolitan,16166.0
7028,Hawthorn East,2/60 Rathmines Rd,3,h,975000.0,VB,Fletchers,30/07/2016,7.5,3123.0,3.0,1.0,1.0,211.0,120.0,1990.0,Boroondara,-37.8204,145.0489,Southern Metropolitan,6482.0
8657,North Melbourne,41 Chapman St,3,h,2161000.0,S,Nelson,13/05/2017,2.3,3051.0,3.0,2.0,1.0,230.0,245.0,1900.0,Melbourne,-37.7987,144.9434,Northern Metropolitan,6821.0
800,Bentleigh East,2/25 Birdwood St,2,u,495000.0,S,Woodards,4/06/2016,13.9,3165.0,2.0,1.0,1.0,76.0,79.0,1980.0,Glen Eira,-37.91,145.0842,Southern Metropolitan,10969.0
1976,Coburg,203 Munro St,4,h,1400000.0,S,RE,18/06/2016,7.8,3058.0,4.0,1.0,1.0,856.0,189.0,1970.0,Moreland,-37.7432,144.9481,Northern Metropolitan,11204.0
2501,Fairfield,88 Perry St,4,h,1730000.0,S,Jellis,15/10/2016,5.8,3078.0,4.0,2.0,2.0,490.0,226.0,2007.0,Darebin,-37.7749,145.0242,Northern Metropolitan,2970.0
2443,Essendon,1/19 Cameron Rd,2,u,691000.0,SP,Brad,25/02/2017,8.0,3040.0,2.0,1.0,1.0,201.0,80.0,1995.0,Moonee Valley,-37.7454,144.928,Western Metropolitan,9264.0
5058,Reservoir,1/1 Leamington St,3,h,625000.0,PI,Barry,7/05/2016,11.2,3073.0,3.0,2.0,1.0,267.0,186.0,2003.0,Darebin,-37.7132,145.0075,Northern Metropolitan,21650.0
5301,Richmond,229/253 Bridge Rd,1,u,439000.0,SP,Biggin,10/09/2016,2.6,3121.0,1.0,1.0,1.0,3516.0,56.0,2011.0,Yarra,-37.8183,144.9979,Northern Metropolitan,14949.0
11115,Maribyrnong,2/10 Pridham St,3,t,940000.0,S,Biggin,12/08/2017,4.3,3032.0,3.0,2.0,2.0,366.0,183.84,2012.0,Maribyrnong,-37.7816,144.88998999999995,Western Metropolitan,4918.0
5443,Rosanna,101 Ellesmere Pde,4,h,1020000.0,PI,Fletchers,7/05/2016,11.4,3084.0,4.0,2.0,2.0,843.0,181.0,1940.0,Banyule,-37.7348,145.0656,Eastern Metropolitan,3540.0
575,Balwyn,112 Belmore Rd,5,h,3020000.0,PI,Jellis,28/05/2016,9.7,3103.0,5.0,3.0,2.0,715.0,420.0,2009.0,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682.0
11654,East Melbourne,205/30 St Andrews Pl,1,u,895000.0,S,Kay,22/07/2017,1.3,3002.0,1.0,1.0,1.0,0.0,60.0,1990.0,Melbourne,-37.81177,144.97617,Northern Metropolitan,3040.0
8307,Reservoir,1/74 Miranda Rd,3,h,605000.0,S,Love,13/05/2017,11.2,3073.0,3.0,1.0,2.0,371.0,112.0,1950.0,Darebin,-37.7068,145.0193,Northern Metropolitan,21650.0
11992,Endeavour Hills,9 Knight Ct,3,h,676000.0,SP,O'Brien,29/07/2017,28.5,3802.0,3.0,2.0,3.0,810.0,114.0,1980.0,Casey,-37.98841,145.26001000000005,South-Eastern Metropolitan,8443.0
3824,Malvern East,78 Emo Rd,4,h,2355000.0,S,Marshall,3/12/2016,11.2,3145.0,4.0,2.0,3.0,0.0,223.0,1915.0,Stonnington,-37.8755,145.0523,Southern Metropolitan,8801.0
134,Alphington,5/5 Yarana Rd,2,u,390000.0,VB,Nelson,22/05/2016,6.4,3078.0,2.0,1.0,1.0,0.0,60.0,1960.0,Darebin,-37.7773,145.0314,Northern Metropolitan,2211.0
8326,Richmond,308/633 Church St,3,u,790000.0,SP,Biggin,8/04/2017,2.6,3121.0,3.0,1.0,1.0,0.0,90.0,1999.0,Yarra,-37.833,144.997,Northern Metropolitan,14949.0
524,Balwyn,142 Balwyn Rd,2,h,1850000.0,VB,Fletchers,6/08/2016,9.7,3103.0,3.0,1.0,1.0,1015.0,166.0,1930.0,Boroondara,-37.8074,145.0826,Southern Metropolitan,5682.0
9278,Port Melbourne,409/216 Rouse St,2,u,665000.0,SP,Cayzer,3/06/2017,3.5,3207.0,2.0,2.0,1.0,1472.0,81.0,2010.0,Port Phillip,-37.84096,144.93791000000004,Southern Metropolitan,8648.0
4959,Preston,3/9 Cormac St,2,t,660000.0,S,Harcourts,18/03/2017,8.8,3072.0,2.0,1.0,1.0,113.0,90.0,2013.0,Darebin,-37.7479,145.0153,Northern Metropolitan,14577.0
10865,West Melbourne,125/33 Jeffcott St,2,u,670000.0,S,MICM,8/07/2017,3.1,3003.0,2.0,1.0,1.0,17.0,90.0,1996.0,Melbourne,-37.8118,144.95259,Northern Metropolitan,2230.0
5279,Richmond,247 Church St,3,h,1010000.0,PI,Jellis,4/06/2016,2.6,3121.0,3.0,1.0,1.0,199.0,105.0,1900.0,Yarra,-37.8193,144.9993,Northern Metropolitan,14949.0
905,Bentleigh East,1 Jassa St,3,h,1352000.0,S,Woodards,19/11/2016,13.9,3165.0,3.0,1.0,2.0,686.0,122.0,1950.0,Glen Eira,-37.9113,145.0765,Southern Metropolitan,10969.0
11296,Broadmeadows,37 Stanhope St,4,h,631000.0,S,YPA,15/07/2017,14.0,3047.0,4.0,2.0,2.0,696.0,158.0,1960.0,Hume,-37.68584,144.9315,Northern Metropolitan,4294.0
11104,Maidstone,3/25 Cathcart St,2,t,642500.0,S,Biggin,12/08/2017,6.4,3012.0,2.0,2.0,1.0,126.0,95.0,2015.0,Maribyrnong,-37.78458,144.88106000000005,Western Metropolitan,3873.0
9475,Carnegie,14 Morgan St,3,h,1550000.0,VB,hockingstuart,17/06/2017,10.1,3163.0,3.0,2.0,2.0,557.0,200.0,1930.0,Glen Eira,-37.89584,145.04741,Southern Metropolitan,7822.0
7822,Essendon,2/2 Roberts St,3,h,960000.0,PI,Barry,22/04/2017,8.0,3040.0,3.0,2.0,1.0,411.0,159.0,1990.0,Moonee Valley,-37.7544,144.8986,Western Metropolitan,9264.0
4456,Northcote,7 McLachlan St,3,h,2315000.0,SP,McGrath,18/03/2017,5.5,3070.0,3.0,1.0,2.0,899.0,143.0,1960.0,Darebin,-37.7822,144.9935,Northern Metropolitan,11364.0
8108,Moonee Ponds,503/341 Ascot Vale Rd,2,u,542000.0,SA,Hodges,29/04/2017,6.9,3039.0,2.0,2.0,1.0,0.0,82.0,2004.0,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232.0
3954,Maribyrnong,28 Blair St,2,t,400000.0,PI,Rendina,24/09/2016,8.7,3032.0,2.0,1.0,2.0,54.0,85.0,2000.0,Maribyrnong,-37.774,144.8797,Western Metropolitan,4918.0
1927,Coburg,171 Moreland Rd,4,h,145000.0,PI,Jellis,4/06/2016,7.8,3058.0,3.0,1.0,1.0,536.0,164.0,1910.0,Moreland,-37.7555,144.9658,Northern Metropolitan,11204.0
5736,Southbank,7/100 Wells St,3,u,740000.0,VB,Greg,16/07/2016,1.2,3006.0,3.0,2.0,1.0,0.0,105.0,1994.0,Port Phillip,-37.828,144.9683,Southern Metropolitan,8400.0
3443,Keilor East,15 Viewbank Dr,4,h,816000.0,S,Barry,4/03/2017,12.8,3033.0,4.0,2.0,1.0,540.0,188.0,1978.0,Moonee Valley,-37.7482,144.877,Western Metropolitan,5629.0
1113,Brighton,679 Hampton St,3,h,1385000.0,S,Buxton,17/09/2016,11.2,3186.0,3.0,1.0,2.0,426.0,120.0,1935.0,Bayside,-37.9254,145.0045,Southern Metropolitan,10579.0
7324,Oakleigh,11/79 Atherton Rd,2,u,400000.0,PI,Woodards,7/05/2016,14.0,3166.0,2.0,1.0,1.0,0.0,87.0,2004.0,Monash,-37.8991,145.0939,Southern Metropolitan,3224.0
5862,St Kilda,301/182 Barkly St,2,u,750000.0,SP,Whiting,26/07/2016,6.1,3182.0,2.0,2.0,1.0,0.0,105.0,2009.0,Port Phillip,-37.8686,144.9812,Southern Metropolitan,13240.0
3401,Ivanhoe,13 Jellicoe St,3,h,1275000.0,VB,Nelson,22/05/2016,7.9,3079.0,3.0,2.0,2.0,834.0,169.0,1950.0,Banyule,-37.7587,145.0426,Eastern Metropolitan,5549.0
11391,Heathmont,1/34 Campbell St,2,u,525000.0,S,Fletchers,15/07/2017,21.3,3135.0,2.0,1.0,1.0,0.0,80.0,1980.0,Maroondah,-37.82118,145.24138,Eastern Metropolitan,3794.0
2557,Fitzroy North,50 Freeman St,2,h,870000.0,S,Nelson,3/09/2016,3.5,3068.0,2.0,1.0,0.0,107.0,64.0,1910.0,Yarra,-37.7898,144.9794,Northern Metropolitan,6244.0
9728,Southbank,61/120 Sturt St,2,u,642500.0,S,Greg,17/06/2017,0.7,3006.0,2.0,1.0,1.0,8888.0,77.0,1994.0,Melbourne,-37.82481,144.96669,Southern Metropolitan,8400.0
6692,Yarraville,2/382 Williamstown Rd,2,h,630000.0,S,Jas,19/11/2016,7.0,3013.0,2.0,2.0,2.0,168.0,121.0,2000.0,Maribyrnong,-37.8225,144.8814,Western Metropolitan,6543.0
1125,Brighton,64 North Rd,4,h,2700000.0,SP,Nick,19/11/2016,11.2,3186.0,4.0,2.0,2.0,732.0,333.0,1925.0,Bayside,-37.8987,144.9953,Southern Metropolitan,10579.0
10341,Hillside,10 Chris Ct,4,h,677000.0,S,Barry,27/05/2017,18.0,3037.0,4.0,2.0,2.0,661.0,196.0,1999.0,Brimbank,-37.69655,144.75538,Western Metropolitan,5556.0
133,Alphington,2c Hamilton St,3,h,865000.0,SP,hockingstuart,22/05/2016,6.4,3078.0,3.0,1.0,1.0,180.0,131.0,2010.0,Darebin,-37.7802,145.0243,Northern Metropolitan,2211.0
3487,Keilor East,23 Chappell Pl,4,h,830000.0,S,Moonee,22/08/2016,12.8,3033.0,4.0,2.0,2.0,686.0,198.0,1995.0,Moonee Valley,-37.7394,144.8628,Western Metropolitan,5629.0
11168,Prahran,20/20 St Edmonds Rd,2,u,626000.0,S,hockingstuart,12/08/2017,4.6,3181.0,2.0,1.0,2.0,0.0,78.0,2000.0,Stonnington,-37.85059,144.99188,Southern Metropolitan,7717.0
9023,Bayswater,17 Orange Gr,3,h,700000.0,S,Biggin,3/06/2017,23.2,3153.0,3.0,2.0,1.0,509.0,140.0,1980.0,Knox,-37.84823,145.26673,Eastern Metropolitan,5030.0
5293,Richmond,315/6 Lord St,1,u,500000.0,VB,Jellis,7/11/2016,2.6,3121.0,1.0,1.0,1.0,0.0,52.0,2013.0,Yarra,-37.8198,145.005,Northern Metropolitan,14949.0
7109,Kingsville,2/57 Kingsville St,1,u,210000.0,S,Jas,18/03/2017,7.8,3012.0,1.0,1.0,1.0,0.0,36.0,1970.0,Maribyrnong,-37.81,144.8786,Western Metropolitan,1808.0
3471,Keilor East,4 Trent Ct,4,h,1010000.0,S,Barry,14/05/2016,12.8,3033.0,4.0,2.0,2.0,776.0,268.0,1980.0,Moonee Valley,-37.7502,144.8745,Western Metropolitan,5629.0
4832,Prahran,19 Packington Pl,2,h,1055000.0,S,Biggin,10/12/2016,4.5,3181.0,2.0,1.0,0.0,203.0,85.0,1900.0,Stonnington,-37.8557,145.0053,Southern Metropolitan,7717.0
675,Balwyn North,43 Helston St,4,h,1530000.0,PI,hockingstuart,27/06/2016,9.2,3104.0,4.0,2.0,2.0,701.0,198.0,1960.0,Boroondara,-37.7839,145.0954,Southern Metropolitan,7809.0
299,Ascot Vale,4 The Parade,2,h,950000.0,SP,Raine,7/05/2016,5.9,3032.0,2.0,1.0,1.0,173.0,102.0,1900.0,Moonee Valley,-37.7731,144.9206,Western Metropolitan,6567.0
8194,Oakleigh,141 Atherton Rd,4,h,1600000.0,PI,Ray,29/04/2017,14.0,3166.0,4.0,3.0,4.0,691.0,213.0,1950.0,Monash,-37.8999,145.0993,Southern Metropolitan,3224.0
